ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
19376,Demonstration passive sampling,Real Sample,POCIS River water Vilaine INERIS,"Wed, 11/22/2017 - 22:00","Wed, 10/18/2017 - 22:00",71,Guichen,France,48.0026743,-1.7739848,,Dissolved fraction,,,1,,,,Vilaine à Guichen,4209990.0,,,
19377,Demonstration passive sampling,Real Sample,POCIS River water Vilaine INERIS,"Wed, 11/22/2017 - 22:00","Wed, 10/18/2017 - 22:00",70,Guichen,France,48.0026743,-1.7739848,,Dissolved fraction,,,1,,,,Vilaine à Guichen,4209990.0,,,
19378,Demonstration passive sampling,Real Sample,POCIS River water Treboul INERIS,"Wed, 04/18/2018 - 22:00","Wed, 03/14/2018 - 22:00",71,Castelnaudary,France,43.2942446,1.9793129,,Dissolved fraction,,,1,,,,Treboul à Castelnaudary 2,6177910.0,,,
19379,Demonstration passive sampling,Real Sample,POCIS River water Treboul INERIS,"Wed, 04/18/2018 - 22:00","Wed, 03/14/2018 - 22:00",70,Castelnaudary,France,43.2942446,1.9793129,,Dissolved fraction,,,1,,,,Treboul à Castelnaudary 2,6177910.0,,,
19380,Demonstration passive sampling,Real Sample,POCIS River water Luech INERIS,"Wed, 04/18/2018 - 22:00","Wed, 03/14/2018 - 22:00",71,Genolhac,France,44.3240304,3.9608982,,Dissolved fraction,,,1,,,,Luech à Genolhac,6118550.0,,,
19381,Demonstration passive sampling,Real Sample,POCIS River water Luech INERIS,"Wed, 04/18/2018 - 22:00","Wed, 03/14/2018 - 22:00",70,Genolhac,France,44.3240304,3.9608982,,Dissolved fraction,,,1,,,,Luech à Genolhac,6118550.0,,,
19382,Demonstration passive sampling,Real Sample,POCIS River water Iton INERIS,"Tue, 03/27/2018 - 22:00","Tue, 02/20/2018 - 22:00",71,Normanville,France,49.0801811,1.1518693,,Dissolved fraction,,,1,,,,L'Iton à Normanville,3199200.0,,,
19383,Demonstration passive sampling,Real Sample,POCIS River water Iton INERIS,"Tue, 03/27/2018 - 22:00","Tue, 02/20/2018 - 22:00",70,Normanville,France,49.0801811,1.1518693,,Dissolved fraction,,,1,,,,L'Iton à Normanville,3199200.0,,,
19384,Demonstration passive sampling,Real Sample,POCIS River water Hers INERIS,"Tue, 05/22/2018 - 22:00","Tue, 04/17/2018 - 22:00",71,St Sauveur,France,43.7504431,1.3805563,,Dissolved fraction,,,1,,,,L'Hers mort au niveau de St-Sauveur,5156950.0,,,
19385,Demonstration passive sampling,Real Sample,POCIS River water Hers INERIS,"Tue, 05/22/2018 - 22:00","Tue, 04/17/2018 - 22:00",70,St Sauveur,France,43.7504431,1.3805563,,Dissolved fraction,,,1,,,,L'Hers mort au niveau de St-Sauveur,5156950.0,,,
19386,Demonstration passive sampling,Blank Sample,POCIS Blank 3 INERIS,"Thu, 09/06/2018 - 22:00","Thu, 08/02/2018 - 22:00",71,Paris,France,0.1,0.1,,Dissolved fraction,,,0,,,,blank,,,,
19387,Demonstration passive sampling,Blank Sample,POCIS Blank 3 INERIS,"Thu, 09/06/2018 - 22:00","Thu, 08/02/2018 - 22:00",70,Paris,France,0.1,0.1,,Dissolved fraction,,,0,,,,blank,,,,
19388,Demonstration passive sampling,Real Sample,POCIS Coastal water Etang du Gol INERIS,"Wed, 06/06/2018 - 22:00","Wed, 05/02/2018 - 22:00",71,Saint Louis,France,-21.2909794,55.3914211,,Dissolved fraction,,,1,,,,L'Etang du Gol à la réunion,,,,
19389,Demonstration passive sampling,Real Sample,POCIS Coastal water Etang du Gol INERIS,"Wed, 06/06/2018 - 22:00","Wed, 05/02/2018 - 22:00",70,Saint Louis,France,-21.2909794,55.3914211,,Dissolved fraction,,,1,,,,L'Etang du Gol à la réunion,,,,
19390,Demonstration passive sampling,Real Sample,POCIS River water Escaut INERIS,"Wed, 05/16/2018 - 22:00","Wed, 04/11/2018 - 22:00",71,Fresnes sur Escaut,France,50.4259671,3.581115,,Dissolved fraction,,,1,,,,L'Escaut canalisé à Fresnes sur Escaut,1016000.0,,,
19391,Demonstration passive sampling,Real Sample,POCIS River water Escaut INERIS,"Wed, 05/16/2018 - 22:00","Wed, 04/11/2018 - 22:00",70,Fresnes sur Escaut,France,50.4259671,3.581115,,Dissolved fraction,,,1,,,,L'Escaut canalisé à Fresnes sur Escaut,1016000.0,,,
19392,Demonstration passive sampling,Real Sample,POCIS River water Tolzac INERIS,"Tue, 05/22/2018 - 22:00","Tue, 04/17/2018 - 22:00",71,Vares,France,44.4405828,0.3878052,,Dissolved fraction,,,1,,,,Le Tolzac à Varès,5083585.0,,,
19393,Demonstration passive sampling,Real Sample,POCIS River water Tolzac INERIS,"Tue, 05/22/2018 - 22:00","Tue, 04/17/2018 - 22:00",70,Vares,France,44.4405828,0.3878052,,Dissolved fraction,,,1,,,,Le Tolzac à Varès,5083585.0,,,
19394,Demonstration passive sampling,Blank Sample,POCIS Blank 2 INERIS,"Wed, 08/29/2018 - 22:00","Wed, 07/25/2018 - 22:00",71,Paris,France,0.1,0.1,,Dissolved fraction,,,0,,,,Blank,,,,
19395,Demonstration passive sampling,Blank Sample,POCIS Blank 2 INERIS,"Wed, 08/29/2018 - 22:00","Wed, 07/25/2018 - 22:00",70,Paris,France,0.1,0.1,,Dissolved fraction,,,0,,,,Blank,,,,
19396,Demonstration passive sampling,Real Sample,POCIS River water Perou INERIS,"Fri, 03/02/2018 - 22:00","Fri, 01/26/2018 - 22:00",71,Capesterre-Belle-Eau,France,16.0541025,-61.5671423,,Dissolved fraction,,,1,,,,Le Pérou en Guadeloupe,10520050.0,,,
19397,Demonstration passive sampling,Real Sample,POCIS River water Perou INERIS,"Fri, 03/02/2018 - 22:00","Fri, 01/26/2018 - 22:00",70,Capesterre-Belle-Eau,France,16.0541025,-61.5671423,,Dissolved fraction,,,1,,,,Le Pérou en Guadeloupe,10520050.0,,,
19398,Demonstration passive sampling,Real Sample,POCIS River water Clain INERIS,"Tue, 11/21/2017 - 22:00","Tue, 10/17/2017 - 22:00",71,Poitiers,France,46.752071,0.498495,,Dissolved fraction,,,1,,,,Le Clain en aval de Poitiers,4085500.0,,,
19399,Demonstration passive sampling,Real Sample,POCIS River water Clain INERIS,"Tue, 11/21/2017 - 22:00","Tue, 10/17/2017 - 22:00",70,Poitiers,France,46.752071,0.498495,,Dissolved fraction,,,1,,,,Le Clain en aval de Poitiers,4085500.0,,,
19400,Demonstration passive sampling,Real Sample,POCIS River water Souffel INERIS,"Tue, 03/27/2018 - 22:00","Tue, 02/20/2018 - 22:00",71,Mundolsheim,France,48.639544,7.7210926,,Dissolved fraction,,,1,,,,La Souffel à Mundolsheim,2037500.0,,,
19401,Demonstration passive sampling,Real Sample,POCIS River water Souffel INERIS,"Tue, 03/27/2018 - 22:00","Tue, 02/20/2018 - 22:00",70,Mundolsheim,France,48.639544,7.7210926,,Dissolved fraction,,,1,,,,La Souffel à Mundolsheim,2037500.0,,,
19402,Demonstration passive sampling,Real Sample,POCIS River water Rosselle INERIS,"Mon, 03/26/2018 - 22:00","Mon, 02/19/2018 - 22:00",71,Petite-Rosselle,France,49.2112058,6.8345078,,Dissolved fraction,,,1,,,,La Rosselle à Petite-Rosselle,2103800.0,,,
19403,Demonstration passive sampling,Real Sample,POCIS River water Rosselle INERIS,"Mon, 03/26/2018 - 22:00","Mon, 02/19/2018 - 22:00",70,Petite-Rosselle,France,49.2112058,6.8345078,,Dissolved fraction,,,1,,,,La Rosselle à Petite-Rosselle,2103800.0,,,
19404,Demonstration passive sampling,Real Sample,POCIS River water Risle INERIS,"Wed, 03/28/2018 - 22:00","Wed, 02/21/2018 - 22:00",71,Ambenay,France,48.838889,0.7232268,,Dissolved fraction,,,1,,,,La Risle à Ambenay 2,3219780.0,,,
