ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
21653,Siverskyi Donets Monitoring,Real Sample,Station Lysychansk (428 km),"Tue, 09/25/2018 - 22:00","Tue, 08/21/2018 - 22:00",11,Lysychans'k,Ukraine,48.91665,38.453586,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21654,Siverskyi Donets Monitoring,Real Sample,Station Lysychansk (428 km),"Tue, 09/25/2018 - 22:00","Tue, 08/21/2018 - 22:00",10,Lysychans'k,Ukraine,48.91665,38.453586,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21655,Siverskyi Donets Monitoring,Real Sample,Bakhmutka river,"Tue, 09/25/2018 - 22:00","Tue, 08/21/2018 - 22:00",11,Kostyantynivka,Ukraine,48.559532,38.023995,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21656,Siverskyi Donets Monitoring,Real Sample,Bakhmutka river,"Tue, 09/25/2018 - 22:00","Tue, 08/21/2018 - 22:00",10,Kostyantynivka,Ukraine,48.559532,38.023995,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21657,Siverskyi Donets Monitoring,Real Sample,Kryvyi Torets river at Karlivska dam,"Mon, 09/24/2018 - 22:00","Mon, 08/20/2018 - 22:00",11,Druzhkivka,Ukraine,48.602686,37.561002,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21658,Siverskyi Donets Monitoring,Real Sample,Kryvyi Torets river at Karlivska dam,"Mon, 09/24/2018 - 22:00","Mon, 08/20/2018 - 22:00",10,Druzhkivka,Ukraine,48.602686,37.561002,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21659,Siverskyi Donets Monitoring,Real Sample,Kazannyi Torets river at Raygorodok village,"Tue, 09/25/2018 - 22:00","Tue, 08/21/2018 - 22:00",11,Slov'yanoserbs'k,Ukraine,48.917078,37.733307,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21660,Siverskyi Donets Monitoring,Real Sample,Kazannyi Torets river at Raygorodok village,"Tue, 09/25/2018 - 22:00","Tue, 08/21/2018 - 22:00",10,Slov'yanoserbs'k,Ukraine,48.917078,37.733307,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21661,Siverskyi Donets Monitoring,Real Sample,Station Raygorodska dam (522 km),"Mon, 09/24/2018 - 22:00","Mon, 08/20/2018 - 22:00",11,Borova,Ukraine,49.341563,37.548651,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21662,Siverskyi Donets Monitoring,Real Sample,Station Raygorodska dam (522 km),"Mon, 09/24/2018 - 22:00","Mon, 08/20/2018 - 22:00",10,Borova,Ukraine,49.341563,37.548651,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21663,Siverskyi Donets Monitoring,Real Sample,Oskil river at Chervonyi Oskil village,"Wed, 09/26/2018 - 22:00","Wed, 08/22/2018 - 22:00",11,Kharkiv,Ukraine,49.170724,37.437593,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21664,Siverskyi Donets Monitoring,Real Sample,Oskil river at Chervonyi Oskil village,"Wed, 09/26/2018 - 22:00","Wed, 08/22/2018 - 22:00",10,Kharkiv,Ukraine,49.170724,37.437593,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21665,Siverskyi Donets Monitoring,Real Sample,Udy river at Eskhar village,"Wed, 09/26/2018 - 22:00","Wed, 08/22/2018 - 22:00",11,Eskhar,Ukraine,49.788775,36.594185,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21666,Siverskyi Donets Monitoring,Real Sample,Udy river at Eskhar village,"Wed, 09/26/2018 - 22:00","Wed, 08/22/2018 - 22:00",10,Eskhar,Ukraine,49.788775,36.594185,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21667,Siverskyi Donets Monitoring,Real Sample,Station Ohurtsovo village (944 km),"Wed, 09/26/2018 - 22:00","Wed, 08/22/2018 - 22:00",11,Rubizhne,Ukraine,50.176532,36.844251,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
21668,Siverskyi Donets Monitoring,Real Sample,Station Ohurtsovo village (944 km),"Wed, 09/26/2018 - 22:00","Wed, 08/22/2018 - 22:00",10,Rubizhne,Ukraine,50.176532,36.844251,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Donets River Basin,Donets River Basin,,,
