ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Name of surface water (river/estuary/lake/reservoir/sea),Sediment Fraction,Origin of Sediment,Sediment Type,River basin name,Proxy pressures,Type of sampling depth,Distance from the river source (km),Depth (m),Sludge total organic carbon (% of total dry weight)
21847,EMBLAS-II (Survey 2016),Real Sample,Sediment UA15,"Sat, 05/21/2016 - 22:00","Sat, 04/16/2016 - 22:00",11,Odesa,Ukraine,46.52667,31.79167,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21848,EMBLAS-II (Survey 2016),Real Sample,Sediment UA15,"Sat, 05/21/2016 - 22:00","Sat, 04/16/2016 - 22:00",10,Odesa,Ukraine,46.52667,31.79167,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21849,EMBLAS-II (Survey 2016),Real Sample,Sediment UA15 old,"Sat, 05/21/2016 - 22:00","Sat, 04/16/2016 - 22:00",11,Odesa,Ukraine,46.52667,31.79167,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21850,EMBLAS-II (Survey 2016),Real Sample,Sediment UA15 old,"Sat, 05/21/2016 - 22:00","Sat, 04/16/2016 - 22:00",10,Odesa,Ukraine,46.52667,31.79167,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21851,EMBLAS-II (Survey 2016),Real Sample,Sediment UA12,"Fri, 05/20/2016 - 22:00","Fri, 04/15/2016 - 22:00",11,Odesa,Ukraine,46.33333,31.48333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21852,EMBLAS-II (Survey 2016),Real Sample,Sediment UA12,"Fri, 05/20/2016 - 22:00","Fri, 04/15/2016 - 22:00",10,Odesa,Ukraine,46.33333,31.48333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21853,EMBLAS-II (Survey 2016),Real Sample,Sediment UA11,"Fri, 05/20/2016 - 22:00","Fri, 04/15/2016 - 22:00",11,Odesa,Ukraine,46.0,31.25,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21854,EMBLAS-II (Survey 2016),Real Sample,Sediment UA11,"Fri, 05/20/2016 - 22:00","Fri, 04/15/2016 - 22:00",10,Odesa,Ukraine,46.0,31.25,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21855,EMBLAS-II (Survey 2016),Real Sample,Sediment UA07,"Thu, 05/19/2016 - 22:00","Thu, 04/14/2016 - 22:00",11,Odesa,Ukraine,45.2,29.81,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21856,EMBLAS-II (Survey 2016),Real Sample,Sediment UA07,"Thu, 05/19/2016 - 22:00","Thu, 04/14/2016 - 22:00",10,Odesa,Ukraine,45.2,29.81,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21857,EMBLAS-II (Survey 2016),Real Sample,Sediment UA06,"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",11,Odesa,Ukraine,45.33333,29.84333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21858,EMBLAS-II (Survey 2016),Real Sample,Sediment UA06,"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",10,Odesa,Ukraine,45.33333,29.84333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21859,EMBLAS-II (Survey 2016),Real Sample,Sediment UA05,"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",11,Odesa,Ukraine,45.51667,29.83333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21860,EMBLAS-II (Survey 2016),Real Sample,Sediment UA05,"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",10,Odesa,Ukraine,45.51667,29.83333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21861,EMBLAS-II (Survey 2016),Real Sample,Sediment UA01,"Tue, 05/17/2016 - 22:00","Tue, 04/12/2016 - 22:00",11,Odesa,Ukraine,46.2,30.81667,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21862,EMBLAS-II (Survey 2016),Real Sample,Sediment UA01,"Tue, 05/17/2016 - 22:00","Tue, 04/12/2016 - 22:00",10,Odesa,Ukraine,46.2,30.81667,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21863,EMBLAS-II (Survey 2016),Real Sample,Sediment JOSS21,"Sat, 06/04/2016 - 22:00","Sat, 04/30/2016 - 22:00",11,Odesa,Ukraine,43.25,31.83333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21864,EMBLAS-II (Survey 2016),Real Sample,Sediment JOSS21,"Sat, 06/04/2016 - 22:00","Sat, 04/30/2016 - 22:00",10,Odesa,Ukraine,43.25,31.83333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21865,EMBLAS-II (Survey 2016),Real Sample,Sediment JOSS16,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",11,Odesa,Ukraine,43.08333,35.5,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21866,EMBLAS-II (Survey 2016),Real Sample,Sediment JOSS16,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",10,Odesa,Ukraine,43.08333,35.5,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21867,EMBLAS-II (Survey 2016),Real Sample,Sediment JOSS13,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",11,Odesa,Ukraine,42.71667,37.45,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21868,EMBLAS-II (Survey 2016),Real Sample,Sediment JOSS13,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",10,Odesa,Ukraine,42.71667,37.45,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
