ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
22405,RV Belgica vessel cruise,Real Sample,Seawater station S8,"Tue, 10/11/2022 - 00:00","Tue, 03/01/2022 - 00:00",10,Palma,,38.52016667,5.216505,Marine water,Whole water with determination on each separate phase (sum of all phases),,,320.0,,23.3399,,Mediterranean Sea,Mediterranean Sea,,,Spot sampling
22406,RV Belgica vessel cruise,Real Sample,Seawater station S8,"Tue, 10/11/2022 - 00:00","Mon, 01/03/2022 - 00:00",11,Palma,,38.52016667,5.216505,Marine water,Whole water with determination on each separate phase (sum of all phases),,,320.0,,23.3399,,Mediterranean Sea,Mediterranean Sea,,,Spot sampling
22407,RV Belgica vessel cruise,Real Sample,Seawater station S9,"Tue, 10/12/2021 - 00:00","Mon, 01/03/2022 - 00:00",10,Bizerte,,37.59201667,9.77054,Marine water,Whole water with determination on each separate phase (sum of all phases),,,2710.0,,,,Mediterranean Sea,Mediterranean Sea,,,Spot sampling
22408,RV Belgica vessel cruise,Real Sample,Seawater station S9,"Tue, 10/12/2021 - 00:00","Tue, 03/01/2022 - 00:00",11,Bizerte,,37.59201667,9.77054,Marine water,Whole water with determination on each separate phase (sum of all phases),,,2710.0,,,,Mediterranean Sea,Mediterranean Sea,,,Spot sampling
22409,RV Belgica vessel cruise,Real Sample,Seawater station S10,"Wed, 10/13/2021 - 00:00","Tue, 03/01/2022 - 00:00",10,Modica,,36.242,14.91167667,Marine water,Whole water with determination on each separate phase (sum of all phases),,,1030.0,,21.9909,,Mediterranean Sea,Mediterranean Sea,,,Spot sampling
22410,RV Belgica vessel cruise,Real Sample,Seawater station S10,"Wed, 10/13/2021 - 00:00","Tue, 03/01/2022 - 00:00",11,Modica,,36.242,14.91167667,Marine water,Whole water with determination on each separate phase (sum of all phases),,,1030.0,,21.9909,,Mediterranean Sea,Mediterranean Sea,,,Spot sampling
22411,RV Belgica vessel cruise,Real Sample,Seawater station S11,"Wed, 10/13/2021 - 00:00","Tue, 03/01/2022 - 00:00",10,Kalamata,,35.9558,19.55705,Marine water,Whole water with determination on each separate phase (sum of all phases),,,2826.0,,23.894,,Ionian Sea,Mediterranean Sea,,,Spot sampling
22412,RV Belgica vessel cruise,Real Sample,Seawater station S11,,,11,Kalamata,,35.9558,19.55705,Marine water,,,,23.894,,23.894,,Ionian Sea,Mediterranean Sea,,,Spot sampling
22413,RV Belgica vessel cruise,Real Sample,Seawater station S12,"Thu, 10/14/2021 - 00:00","Tue, 03/01/2022 - 00:00",10,Adamantas,,36.8214,24.18721667,Marine water,,,,460.0,,22.1976,,Myrtoan Sea,Myrtoan Sea,,,Spot sampling
22414,RV Belgica vessel cruise,Real Sample,Seawater station S12,"Thu, 10/14/2021 - 00:00","Tue, 03/01/2022 - 00:00",11,Adamantas,,36.8214,24.18721667,Marine water,,,,460.0,,22.1976,,Myrtoan Sea,Myrtoan Sea,,,Spot sampling
22415,RV Belgica vessel cruise,Real Sample,Seawater station S13,"Fri, 10/15/2021 - 00:00","Tue, 03/01/2022 - 00:00",10,Limnos,,39.72351667,25.61885,Marine water,,,,1742.0,,18.4931,,Aegean Sea,Aegean Sea,,,Spot sampling
22416,RV Belgica vessel cruise,Real Sample,Seawater station S13,"Fri, 10/15/2021 - 00:00","Tue, 03/01/2022 - 00:00",11,Limnos,,39.72351667,25.61885,Marine water,,,,1742.0,,18.4931,,Aegean Sea,Aegean Sea,,,Spot sampling
22417,RV Belgica vessel cruise,Real Sample,Seawater station S15,"Sat, 10/16/2021 - 00:00","Tue, 03/01/2022 - 00:00",10,Istanbul,,40.95258333,28.98908333,Marine water,,,,3384.0,,17.5988,,Sea of Marmara,Sea of Marmara,,,Spot sampling
22418,RV Belgica vessel cruise,Real Sample,Seawater station S15,"Sat, 10/16/2021 - 00:00","Tue, 03/01/2022 - 00:00",11,Istanbul,,40.95258333,28.98908333,Marine water,,,,3384.0,,17.5988,,Sea of Marmara,Sea of Marmara,,,Spot sampling
22419,RV Belgica vessel cruise,Real Sample,Seawater station S16,"Sat, 10/16/2021 - 00:00","Tue, 03/01/2022 - 00:00",10,Burgas,,42.39685,28.2038,Marine water,Whole water with determination on each separate phase (sum of all phases),,,1185.0,,16.2059,,Black Sea,Black Sea,,,Spot sampling
22420,RV Belgica vessel cruise,Real Sample,Seawater station S16,"Sat, 10/16/2021 - 00:00","Tue, 03/01/2022 - 00:00",11,Burgas,,42.39685,28.2038,Marine water,Whole water with determination on each separate phase (sum of all phases),,,1185.0,,16.2059,,Black Sea,Black Sea,,,Spot sampling
22421,RV Belgica vessel cruise,Real Sample,Seawater station S17,"Sun, 10/17/2021 - 00:00","Tue, 03/01/2022 - 00:00",10,Constanta,,43.90216667,30.00153333,Marine water,Whole water with determination on each separate phase (sum of all phases),,,929.0,,,,Black Sea,Black Sea,,,Spot sampling
22422,RV Belgica vessel cruise,Real Sample,Seawater station S17,"Sun, 10/17/2021 - 00:00","Tue, 03/01/2022 - 00:00",11,Constanta,,43.90216667,30.00153333,Marine water,Whole water with determination on each separate phase (sum of all phases),,,929.0,,,,Black Sea,Black Sea,,,Spot sampling
22423,RV Belgica vessel cruise,Real Sample,Seawater station S18,"Sun, 10/17/2021 - 00:00","Tue, 03/01/2022 - 00:00",10,Odesa,,45.8328,30.99955,Marine water,Whole water with determination on each separate phase (sum of all phases),,,695.0,,,,Black Sea,Black Sea,,,Spot sampling
22424,RV Belgica vessel cruise,Real Sample,Seawater station S18,"Sun, 10/17/2021 - 00:00","Tue, 03/01/2022 - 00:00",11,Odesa,,45.8328,30.99955,Marine water,Whole water with determination on each separate phase (sum of all phases),,,695.0,,,,Black Sea,Black Sea,,,Spot sampling
22425,RV Belgica vessel cruise,Blank Sample,Procedural blank Belgica,"Fri, 10/01/2021 - 00:00","Tue, 03/01/2022 - 00:00",10,De Panne,,51.357,2.24981,Marine water,Whole water with determination on each separate phase (sum of all phases),,,,,,,,,,,
22426,RV Belgica vessel cruise,Blank Sample,Procedural blank Belgica,"Fri, 10/01/2021 - 00:00","Tue, 03/01/2022 - 00:00",11,De Panne,,51.357,2.24981,Marine water,Whole water with determination on each separate phase (sum of all phases),,,,,,,,,,,
