ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Sample Matrix,Location,Category,Category.1,Category.2,Proxy pressures,Proxy pressures.1,Proxy pressures.2
25151,NTS of airborne organic substances in PDMS-foam samplers LC-HRMS IDAEA-CSIC DanielGutierrezMartin,Real Sample,Experiment3 - LC-HRMS - small PDMS foam disks (2.3 cm ⌀)pre-deployed in an office at Stockholm University campus 40 days,,,25157,,,,,,,,,,,,
25152,NTS of airborne organic substances in PDMS-foam samplers LC-HRMS IDAEA-CSIC DanielGutierrezMartin,Real Sample,Experiment3B - LC-HRMS - small PDMS foam disks (2.3 cm ⌀)pre-deployed in an office at Stockholm University campus 40days,,,25157,,,,,,,,,,,,
25153,NTS of airborne organic substances in PDMS-foam samplers LC-HRMS IDAEA-CSIC DanielGutierrezMartin,Real Sample,Experiment4A-LC-HRMS-40 days_indoor air - Office in Barcelona _ PDMS foams,,,25157,,,,,Indoor air - Office,,,,,,,
25154,NTS of airborne organic substances in PDMS-foam samplers LC-HRMS IDAEA-CSIC DanielGutierrezMartin,Real Sample,Experiment4B-LC-HRMS-40 days_indoor air - Office in Barcelona _ PDMS foams,,,25157,,,,,Indoor air - Office,,,,,,,
25160,NTS of airborne organic substances in PDMS-foam samplers LC-HRMS IDAEA-CSIC DanielGutierrezMartin,Real Sample,POS_Experiment3-LC-HRMS - PDMS foam disks (2.3 cm ⌀)pre-deployed in an office at Stockholm University Campus 40days,,"Wed, 01/15/2025 - 15:00",25156,,,,,,,,,,,,
25161,NTS of airborne organic substances in PDMS-foam samplers LC-HRMS IDAEA-CSIC DanielGutierrezMartin,Real Sample,POS_Experiment3B-LC-HRMS - PDMS foam disks (2.3 cm ⌀)pre-deployed in an office at Stockholm University Campus 40days,,"Wed, 01/15/2025 - 15:00",25156,,,,,,,,,,,,
25162,NTS of airborne organic substances in PDMS-foam samplers LC-HRMS IDAEA-CSIC DanielGutierrezMartin,Real Sample,POS_Experiment4A-LC-HRMS-40 days_indoor air - Office in Barcelona _ PDMS foams,,,25156,,,,,Indoor air - Office,,,,,,,
25163,NTS of airborne organic substances in PDMS-foam samplers LC-HRMS IDAEA-CSIC DanielGutierrezMartin,Real Sample,POS_Experiment4B-LC-HRMS-40 days_indoor air - Office in Barcelona _ PDMS foams,,,25156,,,,,Indoor air - Office,,,,,,,
