ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Name of surface water (river/estuary/lake/reservoir/sea),Sediment Fraction,Origin of Sediment,Sediment Type,River basin name,Proxy pressures,Type of sampling depth,Distance from the river source (km),Depth (m),Sludge total organic carbon (% of total dry weight)
19627,JDS4,Real Sample,River sediment JDS4-37 Downstream Pancevo (20190822MR041),"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",11,Pancevo,Serbia,44.812138,20.644889,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19628,JDS4,Real Sample,River sediment JDS4-37 Downstream Pancevo (20190822MR041),"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",10,Pancevo,Serbia,44.812138,20.644889,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19629,JDS4,Real Sample,River sediment JDS4-37 Pancevo (20191220MR004),"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",11,Pancevo,Serbia,44.812138,20.644889,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19630,JDS4,Real Sample,River sediment JDS4-37 Pancevo (20191220MR004),"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",10,Pancevo,Serbia,44.812138,20.644889,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19631,JDS4,Real Sample,River sediment JDS4-36 Jamena Sava mouth (20191220MR012),"Mon, 07/08/2019 - 22:00","Mon, 06/03/2019 - 22:00",11,Belgrade,Serbia,44.795293,20.420803,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19632,JDS4,Real Sample,River sediment JDS4-36 Jamena Sava mouth (20191220MR012),"Mon, 07/08/2019 - 22:00","Mon, 06/03/2019 - 22:00",10,Belgrade,Serbia,44.795293,20.420803,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19633,JDS4,Real Sample,River sediment JDS4-33 Tisza mouth (20191118MR024),"Tue, 07/09/2019 - 22:00","Tue, 06/04/2019 - 22:00",11,Zrenjanin,Serbia,45.145604,20.282187,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19634,JDS4,Real Sample,River sediment JDS4-33 Tisza mouth (20191118MR024),"Tue, 07/09/2019 - 22:00","Tue, 06/04/2019 - 22:00",10,Zrenjanin,Serbia,45.145604,20.282187,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19635,JDS4,Real Sample,River sediment JDS4-29 Hercegszanto - Batina - Bezdan (20191118MR019),"Mon, 07/08/2019 - 22:00","Mon, 06/03/2019 - 22:00",11,Mohacs,Hungary,45.914079,18.801928,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19636,JDS4,Real Sample,River sediment JDS4-29 Hercegszanto - Batina - Bezdan (20191118MR019),"Mon, 07/08/2019 - 22:00","Mon, 06/03/2019 - 22:00",10,Mohacs,Hungary,45.914079,18.801928,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19637,JDS4,Real Sample,River sediment JDS4-24 Budapest downstream - M0 bridge (20190715MR025),"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",11,Budapest,Hungary,47.386701,19.010416,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19638,JDS4,Real Sample,River sediment JDS4-24 Budapest downstream - M0 bridge (20190715MR025),"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",10,Budapest,Hungary,47.386701,19.010416,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19639,JDS4,Real Sample,River sediment JDS4-24 Budapest downstream - M0 bridge (20190726MR019),"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",11,Budapest,Hungary,47.386701,19.010416,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19640,JDS4,Real Sample,River sediment JDS4-24 Budapest downstream - M0 bridge (20190726MR019),"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",10,Budapest,Hungary,47.386701,19.010416,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19641,JDS4,Real Sample,River sediment JDS4-24 Budapest downstream - M0 bridge (20191118MR014),"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",11,Budapest,Hungary,47.386701,19.010416,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19642,JDS4,Real Sample,River sediment JDS4-24 Budapest downstream - M0 bridge (20191118MR014),"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",10,Budapest,Hungary,47.386701,19.010416,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19643,JDS4,Real Sample,River sediment JDS4-14 Bratislava (20190627MR054),"Fri, 07/05/2019 - 22:00","Fri, 05/31/2019 - 22:00",11,Bratislava,Slovakia,48.13948,17.104089,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19644,JDS4,Real Sample,River sediment JDS4-14 Bratislava (20190627MR054),"Fri, 07/05/2019 - 22:00","Fri, 05/31/2019 - 22:00",10,Bratislava,Slovakia,48.13948,17.104089,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19645,JDS4,Real Sample,River sediment JDS4-14 Bratislava (20191118MR007),"Fri, 07/05/2019 - 22:00","Fri, 05/31/2019 - 22:00",11,Bratislava,Slovakia,48.13948,17.104089,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19646,JDS4,Real Sample,River sediment JDS4-14 Bratislava (20191118MR007),"Fri, 07/05/2019 - 22:00","Fri, 05/31/2019 - 22:00",10,Bratislava,Slovakia,48.13948,17.104089,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19647,JDS4,Real Sample,River sediment JDS4-12 Lanzhot (20190715MR029),"Thu, 07/04/2019 - 22:00","Thu, 05/30/2019 - 22:00",11,Breclav,Czech Republic,48.687035,16.988535,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19648,JDS4,Real Sample,River sediment JDS4-12 Lanzhot (20190715MR029),"Thu, 07/04/2019 - 22:00","Thu, 05/30/2019 - 22:00",10,Breclav,Czech Republic,48.687035,16.988535,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19649,JDS4,Real Sample,River sediment JDS4-11 Pohansko (20190822MR043),"Thu, 07/04/2019 - 22:00","Thu, 05/30/2019 - 22:00",11,Breclav,Czech Republic,48.723556,16.884981,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19650,JDS4,Real Sample,River sediment JDS4-11 Pohansko (20190822MR043),"Thu, 07/04/2019 - 22:00","Thu, 05/30/2019 - 22:00",10,Breclav,Czech Republic,48.723556,16.884981,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19651,JDS4,Real Sample,"River sediment JDS4-10 Hainburg, upstream Morava (20190715MR027)","Wed, 07/03/2019 - 22:00","Wed, 05/29/2019 - 22:00",11,Vienna,Austria,48.151363,16.943437,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19652,JDS4,Real Sample,"River sediment JDS4-10 Hainburg, upstream Morava (20190715MR027)","Wed, 07/03/2019 - 22:00","Wed, 05/29/2019 - 22:00",10,Vienna,Austria,48.151363,16.943437,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19653,JDS4,Real Sample,River sediment JDS4-09 Klosterneuburg (20190627MR050),"Wed, 07/03/2019 - 22:00","Wed, 05/29/2019 - 22:00",11,Vienna,Austria,48.329499,16.332155,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19654,JDS4,Real Sample,River sediment JDS4-09 Klosterneuburg (20190627MR050),"Wed, 07/03/2019 - 22:00","Wed, 05/29/2019 - 22:00",10,Vienna,Austria,48.329499,16.332155,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19655,JDS4,Real Sample,River sediment JDS4-06 Jochenstein (20190627MR048),"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",11,Passau,Germany,48.5216425,13.7038264,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19656,JDS4,Real Sample,River sediment JDS4-06 Jochenstein (20190627MR048),"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",10,Passau,Germany,48.5216425,13.7038264,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19657,JDS4,Real Sample,River sediment JDS4-01 Boefinger Halde (20190823MR007),"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",11,Ulm,Germany,48.424005,10.026232,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19658,JDS4,Real Sample,River sediment JDS4-01 Boefinger Halde (20190823MR007),"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",10,Ulm,Germany,48.424005,10.026232,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
20341,JDS4,Blank Sample,"Procedural Blank, Sediments","Wed, 07/17/2019 - 22:00","Wed, 06/12/2019 - 22:00",11,Galati,Romania,45.44,28.04,Danube river,(Whole) Fraction < 2mm,,,Danube river basin,,Spot sampling,,10,
20342,JDS4,Blank Sample,"Procedural Blank, Sediments","Wed, 07/17/2019 - 22:00","Wed, 06/12/2019 - 22:00",10,Galati,Romania,45.44,28.04,Danube river,(Whole) Fraction < 2mm,,,Danube river basin,,Spot sampling,,10,
20343,JDS4,Real Sample,Sediment from Galati,"Wed, 07/17/2019 - 22:00","Wed, 06/12/2019 - 22:00",11,Galati,Romania,45.3775,28.02362,Danube river,(Whole) Fraction < 2mm,,,Danube river basin,,Spot sampling,,10,
20344,JDS4,Real Sample,Sediment from Galati,"Wed, 07/17/2019 - 22:00","Wed, 06/12/2019 - 22:00",10,Galati,Romania,45.3775,28.02362,Danube river,(Whole) Fraction < 2mm,,,Danube river basin,,Spot sampling,,10,
20345,JDS4,Real Sample,Sediment from Ruse,"Sat, 07/13/2019 - 22:00","Sat, 06/08/2019 - 22:00",11,Ruse,Bulgaria,43.85925,25.95847,Danube river,(Whole) Fraction < 2mm,,,Danube river basin,,Spot sampling,,10,
20346,JDS4,Real Sample,Sediment from Ruse,"Sat, 07/13/2019 - 22:00","Sat, 06/08/2019 - 22:00",10,Ruse,Bulgaria,43.85925,25.95847,Danube river,(Whole) Fraction < 2mm,,,Danube river basin,,Spot sampling,,10,
20347,JDS4,Real Sample,Sediment from Budapest,"Mon, 07/15/2019 - 22:00","Mon, 06/10/2019 - 22:00",11,Budapest,Hungary,47.38717,18.991,Danube river,(Whole) Fraction < 2mm,,,Danube river basin,,Spot sampling,,10,
20348,JDS4,Real Sample,Sediment from Budapest,"Mon, 07/15/2019 - 22:00","Mon, 06/10/2019 - 22:00",10,Budapest,Hungary,47.38717,18.991,Danube river,(Whole) Fraction < 2mm,,,Danube river basin,,Spot sampling,,10,
20349,JDS4,Real Sample,Sediment from Jochenstein,"Tue, 07/09/2019 - 22:00","Tue, 06/04/2019 - 22:00",11,Passau,Germany,48.52067,13.70203,Danube river,(Whole) Fraction < 2mm,,,Danube river basin,,Spot sampling,,10,
20350,JDS4,Real Sample,Sediment from Jochenstein,"Tue, 07/09/2019 - 22:00","Tue, 06/04/2019 - 22:00",10,Passau,Germany,48.52067,13.70203,Danube river,(Whole) Fraction < 2mm,,,Danube river basin,,Spot sampling,,10,
