ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Name of surface water (river/estuary/lake/reservoir/sea),Sediment Fraction,Origin of Sediment,Sediment Type,River basin name,Proxy pressures,Type of sampling depth,Distance from the river source (km),Depth (m),Sludge total organic carbon (% of total dry weight)
19617,JDS4,Blank Sample,River sediment JDS4 Blank,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",11,Vienna,Austria,48.211196,16.428388,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19618,JDS4,Blank Sample,River sediment JDS4 Blank,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",10,Vienna,Austria,48.211196,16.428388,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19619,JDS4,Real Sample,River sediment JDS4-51 Vilkova - Chilia arm Kilia arm (20190715MR031),"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",11,Vylkove,Ukraine,45.39702,29.582076,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19620,JDS4,Real Sample,River sediment JDS4-51 Vilkova - Chilia arm Kilia arm (20190715MR031),"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",10,Vylkove,Ukraine,45.39702,29.582076,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19621,JDS4,Real Sample,River sediment JDS4-47 Downstream Ruse - Giurgiu Marten (20190627MR056),"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",11,Ruse,Bulgaria,43.91083,26.06696,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19622,JDS4,Real Sample,River sediment JDS4-47 Downstream Ruse - Giurgiu Marten (20190627MR056),"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",10,Ruse,Bulgaria,43.91083,26.06696,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19623,JDS4,Real Sample,River sediment JDS4-47 Downstream Ruse - Giurgiu Marten (20190627MR036),"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",11,Ruse,Bulgaria,43.91083,26.06696,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19624,JDS4,Real Sample,River sediment JDS4-47 Downstream Ruse - Giurgiu Marten (20190627MR036),"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",10,Ruse,Bulgaria,43.91083,26.06696,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19625,JDS4,Real Sample,River sediment JDS4-41 Upstream Timok Rudujevac - Gruia (20190726MR023),"Fri, 07/05/2019 - 22:00","Fri, 05/31/2019 - 22:00",11,Zajecar,Serbia,44.261977,22.680131,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
19626,JDS4,Real Sample,River sediment JDS4-41 Upstream Timok Rudujevac - Gruia (20190726MR023),"Fri, 07/05/2019 - 22:00","Fri, 05/31/2019 - 22:00",10,Zajecar,Serbia,44.261977,22.680131,Danube river,Other,,,Danube river basin,,Spot sampling,,50,
