ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
20133,EMBLAS-Plus,Blank Sample,Blank for EMBLAS-Plus,"Wed, 08/07/2019 - 22:00","Wed, 07/03/2019 - 22:00",11,Batumi,Georgia,41.65,41.65,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Black Sea,Black Sea,,,
20134,EMBLAS-Plus,Blank Sample,Blank for EMBLAS-Plus,"Wed, 08/07/2019 - 22:00","Wed, 07/03/2019 - 22:00",10,Batumi,Georgia,41.65,41.65,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Black Sea,Black Sea,,,
20135,EMBLAS-Plus,Real Sample,Seawater GE 1,"Wed, 08/07/2019 - 22:00","Wed, 07/03/2019 - 22:00",11,Batumi,Georgia,41.691792,41.70351,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Black Sea,Black Sea,,,
20136,EMBLAS-Plus,Real Sample,Seawater GE 1,"Wed, 08/07/2019 - 22:00","Wed, 07/03/2019 - 22:00",10,Batumi,Georgia,41.691792,41.70351,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Black Sea,Black Sea,,,
20137,EMBLAS-Plus,Real Sample,Seawater GE UA-1 1,"Mon, 07/29/2019 - 22:00","Mon, 06/24/2019 - 22:00",11,Odesa,Ukraine,46.43333333,31.01666667,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Black Sea,Black Sea,,,
20138,EMBLAS-Plus,Real Sample,Seawater GE UA-1 1,"Mon, 07/29/2019 - 22:00","Mon, 06/24/2019 - 22:00",10,Odesa,Ukraine,46.43333333,31.01666667,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Black Sea,Black Sea,,,
20139,EMBLAS-Plus,Real Sample,Seawater GE 4,"Wed, 08/07/2019 - 22:00","Wed, 07/03/2019 - 22:00",11,Batumi,Georgia,41.656571,41.633083,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Black Sea,Black Sea,,,
20140,EMBLAS-Plus,Real Sample,Seawater GE 4,"Wed, 08/07/2019 - 22:00","Wed, 07/03/2019 - 22:00",10,Batumi,Georgia,41.656571,41.633083,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Black Sea,Black Sea,,,
20141,EMBLAS-Plus,Real Sample,Seawater GE 2,"Wed, 08/07/2019 - 22:00","Wed, 07/03/2019 - 22:00",11,Batumi,Georgia,41.650911,41.644562,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Black Sea,Black Sea,,,
20142,EMBLAS-Plus,Real Sample,Seawater GE 2,"Wed, 08/07/2019 - 22:00","Wed, 07/03/2019 - 22:00",10,Batumi,Georgia,41.650911,41.644562,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Black Sea,Black Sea,,,
