ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
20011,Dnieper Monitoring,Real Sample,River water 27 from Irpin' river,"Sat, 10/10/2020 - 22:00","Sat, 09/05/2020 - 22:00",11,Horenka,Ukraine,50.5516,30.285117,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Irpin' river,Dnieper and its tributaries River Basin,,,
20012,Dnieper Monitoring,Real Sample,River water 27 from Irpin' river,"Sat, 10/10/2020 - 22:00","Sat, 09/05/2020 - 22:00",10,Horenka,Ukraine,50.5516,30.285117,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Irpin' river,Dnieper and its tributaries River Basin,,,
20013,Dnieper Monitoring,Real Sample,River water 26 from Ros river,"Sat, 10/10/2020 - 22:00","Sat, 09/05/2020 - 22:00",11,Byryuky,Ukraine,49.742306,30.277778,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Ros river,Dnieper and its tributaries River Basin,,,
20014,Dnieper Monitoring,Real Sample,River water 26 from Ros river,"Sat, 10/10/2020 - 22:00","Sat, 09/05/2020 - 22:00",10,Byryuky,Ukraine,49.742306,30.277778,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Ros river,Dnieper and its tributaries River Basin,,,
20015,Dnieper Monitoring,Real Sample,River water 25 from Bilous river,"Sat, 10/10/2020 - 22:00","Sat, 09/05/2020 - 22:00",11,Chernihiv,Ukraine,51.418389,31.253333,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Bilous river,Dnieper and its tributaries River Basin,,,
20016,Dnieper Monitoring,Real Sample,River water 25 from Bilous river,"Sat, 10/10/2020 - 22:00","Sat, 09/05/2020 - 22:00",10,Chernihiv,Ukraine,51.418389,31.253333,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Bilous river,Dnieper and its tributaries River Basin,,,
20017,Dnieper Monitoring,Real Sample,River water 24 from Samara river,"Sat, 10/10/2020 - 22:00","Sat, 09/05/2020 - 22:00",11,Pavlohrad,Ukraine,48.572497,35.870758,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Samara river,Dnieper and its tributaries River Basin,,,
20018,Dnieper Monitoring,Real Sample,River water 24 from Samara river,"Sat, 10/10/2020 - 22:00","Sat, 09/05/2020 - 22:00",10,Pavlohrad,Ukraine,48.572497,35.870758,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Samara river,Dnieper and its tributaries River Basin,,,
20019,Dnieper Monitoring,Real Sample,River water 23 from Khomora river,"Sat, 10/10/2020 - 22:00","Sat, 09/05/2020 - 22:00",11,Poninka,Ukraine,50.193747,27.596456,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Khomora river,Dnieper and its tributaries River Basin,,,
20020,Dnieper Monitoring,Real Sample,River water 23 from Khomora river,"Sat, 10/10/2020 - 22:00","Sat, 09/05/2020 - 22:00",10,Poninka,Ukraine,50.193747,27.596456,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Khomora river,Dnieper and its tributaries River Basin,,,
