ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
22238,Joint Danube Survey 3,Real Sample,JDS01 Boefinger Halde,"Tue, 08/13/2013 - 22:00","Tue, 07/09/2013 - 22:00",10,Ulm,Germany,48.42419,10.02761,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22239,Joint Danube Survey 3,Real Sample,JDS02 Kelheim - Gauging,"Tue, 08/13/2013 - 22:00","Tue, 07/09/2013 - 22:00",10,Regenstauf,Germany,48.90874,11.90123,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22240,Joint Danube Survey 3,Real Sample,JDS03 Geisling Power Plant,"Tue, 08/13/2013 - 22:00","Tue, 07/09/2013 - 22:00",10,Straubing,Germany,48.97817,12.3324,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22241,Joint Danube Survey 3,Real Sample,JDS04 Deggendorf,"Thu, 08/15/2013 - 22:00","Thu, 07/11/2013 - 22:00",10,Deggendorf,Germany,48.82622,12.95407,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22242,Joint Danube Survey 3,Real Sample,JDS05 Muehlau,"Fri, 08/16/2013 - 22:00","Fri, 07/12/2013 - 22:00",10,Deggendorf,Germany,48.68577,13.10712,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22243,Joint Danube Survey 3,Real Sample,JDS06 Jochenstein,"Sat, 08/17/2013 - 22:00","Sat, 07/13/2013 - 22:00",10,Passau,Germany,48.52716,13.6894,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22244,Joint Danube Survey 3,Real Sample,JDS07 Upstream dam Abwinden-Asten,"Sun, 08/18/2013 - 22:00","Sun, 07/14/2013 - 22:00",10,Linz,Austria,48.25528,14.41575,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22245,Joint Danube Survey 3,Real Sample,JDS08 Oberloiben,"Sun, 08/18/2013 - 22:00","Sun, 07/14/2013 - 22:00",10,Melk,Austria,48.38427,15.53335,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22246,Joint Danube Survey 3,Real Sample,JDS09 Klostemeuburg,"Mon, 08/19/2013 - 22:00","Mon, 07/15/2013 - 22:00",10,Vienna,Austria,48.33012,16.32987,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22247,Joint Danube Survey 3,Real Sample,JDS10 Wildungsmauer,"Tue, 08/20/2013 - 22:00","Tue, 07/16/2013 - 22:00",10,Vienna,Austria,48.11615,16.8033,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22248,Joint Danube Survey 3,Real Sample,JDS11 Upstream Morava (Hainburg),"Wed, 08/21/2013 - 22:00","Wed, 07/17/2013 - 22:00",10,Vienna,Austria,48.16498,16.95265,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22249,Joint Danube Survey 3,Real Sample,JDS12 Morava (rkm 0.08),"Wed, 08/21/2013 - 22:00","Wed, 07/17/2013 - 22:00",10,Vienna,Austria,48.173,16.972,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22250,Joint Danube Survey 3,Real Sample,JDS13 Bratislava,"Wed, 08/21/2013 - 22:00","Wed, 07/17/2013 - 22:00",10,Bratislava,Slovakia,48.14,17.084,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22251,Joint Danube Survey 3,Real Sample,JDS14 Gabcikovo resevoir,"Thu, 08/22/2013 - 22:00","Thu, 07/18/2013 - 22:00",10,Bratislava,Slovakia,48.04025,17.23058,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22252,Joint Danube Survey 3,Real Sample,JDS15 Medvedov-Medve,"Thu, 08/22/2013 - 22:00","Thu, 07/18/2013 - 22:00",10,Dunajska Streda,Slovakia,47.78963,17.65989,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22253,Joint Danube Survey 3,Real Sample,JDS16 Moson Danube Arm,"Fri, 08/23/2013 - 22:00","Fri, 07/19/2013 - 22:00",10,Gyor,Hungary,47.73617,17.78158,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22254,Joint Danube Survey 3,Real Sample,JDS17 Klizska Nema,"Fri, 08/23/2013 - 22:00","Fri, 07/19/2013 - 22:00",10,Komarno,Slovakia,47.74265,17.84397,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22255,Joint Danube Survey 3,Real Sample,JDS18 Vah (rkm 0.8),"Sat, 08/24/2013 - 22:00","Sat, 07/20/2013 - 22:00",10,Nove Zamky,Slovakia,47.76028,18.14295,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22256,Joint Danube Survey 3,Real Sample,JDS19 Iza-Szony,"Sat, 08/24/2013 - 22:00","Sat, 07/20/2013 - 22:00",10,Komarno,Slovakia,47.74237,18.20723,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22257,Joint Danube Survey 3,Real Sample,JDS20 Szob,"Sun, 08/25/2013 - 22:00","Sun, 07/21/2013 - 22:00",10,Vac,Hungary,47.8134,18.86323,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22258,Joint Danube Survey 3,Real Sample,JDS21 Budapest upstream -  Megyeri Bridge,"Sun, 08/25/2013 - 22:00","Sun, 07/21/2013 - 22:00",10,Budapest,Hungary,47.61603,19.10177,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22259,Joint Danube Survey 3,Real Sample,JDS22 Budapest downstream - M0 bridge,"Mon, 08/26/2013 - 22:00","Mon, 07/22/2013 - 22:00",10,Budapest,Hungary,47.3883,19.00408,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22260,Joint Danube Survey 3,Real Sample,JDS23 Rackeve-Soroksar Danube Arm - rkm 59,"Wed, 08/28/2013 - 22:00","Wed, 07/24/2013 - 22:00",10,Dunaujvaros,Hungary,47.03398,18.9782,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22261,Joint Danube Survey 3,Real Sample,JDS24 Dunafoldvar,"Wed, 08/28/2013 - 22:00","Wed, 07/24/2013 - 22:00",10,Dunafoldvar,Hungary,46.81707,18.92632,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22262,Joint Danube Survey 3,Real Sample,JDS25 Paks,"Thu, 08/29/2013 - 22:00","Thu, 07/25/2013 - 22:00",10,Szekszard,Hungary,46.63373,18.88042,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
22263,Joint Danube Survey 3,Real Sample,JDS26 Baja,"Thu, 08/29/2013 - 22:00","Thu, 07/25/2013 - 22:00",10,Baja,Hungary,46.20053,18.9235,,Whole water with determination on each separate phase (sum of all phases),,,0.2,,,,Danube River Basin,Danube River Basin,,,
