ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
20949,ILS JDS4 LC,Blank Sample,Blank Norman ILS JDS4,"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",11,Ulm,Germany,48.424005,10.026232,,Whole water with determination on each separate phase (sum of all phases),,,9.98,,,,Danube River,,,,
20950,ILS JDS4 LC,Blank Sample,Blank Norman ILS JDS4,"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",10,Ulm,Germany,48.424005,10.026232,,Whole water with determination on each separate phase (sum of all phases),,,9.98,,,,Danube River,,,,
20951,ILS JDS4 LC,Blank Sample,Matrix Blank ILS,"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",11,Ulm,Germany,48.424005,10.026232,,Whole water with determination on each separate phase (sum of all phases),,,10.0,,,,Danube River,,,,
20952,ILS JDS4 LC,Blank Sample,Matrix Blank ILS,"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",10,Ulm,Germany,48.424005,10.026232,,Whole water with determination on each separate phase (sum of all phases),,,10.0,,,,Danube River,,,,
20953,ILS JDS4 LC,Real Sample,River water 47 Downstream Ruse - Giurgiu Marten,"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",11,Ruse,Bulgaria,43.91083,26.06696,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.03,26.5,,Danube River Basin,Danube River Basin,,,
20954,ILS JDS4 LC,Real Sample,River water 47 Downstream Ruse - Giurgiu Marten,"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",10,Ruse,Bulgaria,43.91083,26.06696,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.03,26.5,,Danube River Basin,Danube River Basin,,,
20955,ILS JDS4 LC,Real Sample,River water 24 Budapest downstream - M0 bridge,"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",11,Budapest,Hungary,47.386701,19.010416,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,22.7,,Danube River Basin,Danube River Basin,,,
20956,ILS JDS4 LC,Real Sample,River water 24 Budapest downstream - M0 bridge,"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",10,Budapest,Hungary,47.386701,19.010416,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,22.7,,Danube River Basin,Danube River Basin,,,
20957,ILS JDS4 LC,Real Sample,River water 06 Jochenstein,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",11,Passau,Germany,48.5216425,13.7038264,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.99,18.5,,Danube River Basin,Danube River Basin,,,
20958,ILS JDS4 LC,Real Sample,River water 06 Jochenstein,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",10,Passau,Germany,48.5216425,13.7038264,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.99,18.5,,Danube River Basin,Danube River Basin,,,
20959,ILS JDS4 LC,Real Sample,Matrix spike 2000 ng MAXX,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",86,Passau,Germany,48.5216425,13.7038264,,Dissolved fraction,,,0.1,,,,Danube river,,,,
20960,ILS JDS4 LC,Real Sample,Matrix spike 200 ng MAXX,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",86,Passau,Germany,48.5216425,13.7038264,,Dissolved fraction,,,0.1,,,,Danube river,,,,
20961,ILS JDS4 LC,Blank Sample,Matrix blank MAXX EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",86,Passau,Germany,48.58,13.44,,Dissolved fraction,,,0.1,,,,Danube river,,,,
20962,ILS JDS4 LC,Real Sample,River water 47 Downstream Ruse - Giurgiu Marten MAXX EF500,"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",86,Ruse,Bulgaria,43.91083,26.06696,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.03,26.5,,Danube River Basin,Danube River Basin,,,
20963,ILS JDS4 LC,Real Sample,River water 24 Budapest downstream - M0 bridge MAXX EF500,"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",86,Budapest,Hungary,47.386701,19.010416,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,22.7,,Danube River Basin,Danube River Basin,,,
20964,ILS JDS4 LC,Real Sample,River water 06 Jochenstein MAXX EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",86,Passau,Germany,48.5216425,13.7038264,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.99,18.5,,Danube River Basin,Danube River Basin,,,
20965,ILS JDS4 LC,Blank Sample,Solvent blank MAXX EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",86,Passau,Germany,48.58,13.44,,Dissolved fraction,,,0.12,,,,Danube river,,,,
20966,ILS JDS4 LC,Blank Sample,Blank MAXX EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",86,Passau,Germany,48.58,13.44,,Dissolved fraction,,,0.1,,,,Danube river,,,,
20967,ILS JDS4 LC,Real Sample,River water 47 Downstream Ruse - Giurgiu Marten HORIZON EF500,"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",86,Ruse,Bulgaria,43.91083,26.06696,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.03,26.5,,Danube River Basin,Danube River Basin,,,
20968,ILS JDS4 LC,Real Sample,River water 24 Budapest downstream - M0 bridge HORIZON EF500,"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",86,Budapest,Hungary,47.386701,19.010416,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,22.7,,Danube River Basin,Danube River Basin,,,
20969,ILS JDS4 LC,Real Sample,River water 06 Jochenstein HORIZON EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",86,Passau,Germany,48.5216425,13.7038264,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.99,18.5,,Danube River Basin,Danube River Basin,,,
20970,ILS JDS4 LC,Blank Sample,Blank HORIZON EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",86,Passau,Germany,48.58,13.44,,Dissolved fraction,,,0.1,,,,Danube river,,,,
20971,ILS JDS4 LC,Real Sample,River water 47 Downstream Ruse - Giurgiu Marten HORIZON EF500,"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",84,Ruse,Bulgaria,43.91083,26.06696,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.03,26.5,,Danube River Basin,Danube River Basin,,,
20972,ILS JDS4 LC,Real Sample,River water 24 Budapest downstream - M0 bridge HORIZON EF500,"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",84,Budapest,Hungary,47.386701,19.010416,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,22.7,,Danube River Basin,Danube River Basin,,,
20973,ILS JDS4 LC,Real Sample,River water 06 Jochenstein HORIZON EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",84,Passau,Germany,48.5216425,13.7038264,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.99,18.5,,Danube River Basin,Danube River Basin,,,
20974,ILS JDS4 LC,Blank Sample,Blank HORIZON EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",84,Passau,Germany,48.58,13.44,,Dissolved fraction,,,0.1,,,,Danube river,,,,
20975,ILS JDS4 LC,Real Sample,Matrix spike 2000 ng MAXX EF250,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",84,Passau,Germany,48.58,13.44,,Dissolved fraction,,,0.1,,,,Danube river,,,,
20976,ILS JDS4 LC,Real Sample,Matrix spike 200 ng MAXX EF250,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",84,Passau,Germany,48.58,13.44,,Dissolved fraction,,,0.1,,,,Danube river,,,,
20977,ILS JDS4 LC,Real Sample,Matrix spike 2000 ng MAXX EF50,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",84,Passau,Germany,48.58,13.44,,Dissolved fraction,,,0.1,,,,Danube river,,,,
20978,ILS JDS4 LC,Real Sample,Matrix spike 200 ng MAXX EF50,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",84,Passau,Germany,48.58,13.44,,Dissolved fraction,,,0.1,,,,Danube river,,,,
20979,ILS JDS4 LC,Blank Sample,Matrix blank MAXX EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",84,Passau,Germany,48.58,13.44,,Dissolved fraction,,,0.1,,,,Danube river,,,,
20980,ILS JDS4 LC,Real Sample,River water 47 Downstream Ruse - Giurgiu Marten MAXX EF500,"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",84,Ruse,Bulgaria,43.91083,26.06696,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.03,26.5,,Danube River Basin,Danube River Basin,,,
20981,ILS JDS4 LC,Real Sample,River water 24 Budapest downstream - M0 bridge MAXX EF500,"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",84,Budapest,Hungary,47.386701,19.010416,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,22.7,,Danube River Basin,Danube River Basin,,,
20982,ILS JDS4 LC,Real Sample,River water 06 Jochenstein MAXX EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",84,Deggendorf,Germany,48.5216425,13.7038264,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.99,18.5,,Danube River Basin,Danube River Basin,,,
20983,ILS JDS4 LC,Blank Sample,Solvent blank MAXX EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",84,Deggendorf,Germany,48.58,13.44,,Dissolved fraction,,,0.09,,,,Danube river,,,,
20984,ILS JDS4 LC,Blank Sample,Blank MAXX EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",84,Deggendorf,Germany,48.58,13.44,,Dissolved fraction,,,0.08,,,,Danube river,,,,
20985,ILS JDS4 LC,Real Sample,River water 47 Downstream Ruse - Giurgiu Marten HORIZON EF500,"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",93,Ruse,Bulgaria,43.91083,26.06696,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.03,26.5,,Danube River Basin,Danube River Basin,,,
20986,ILS JDS4 LC,Real Sample,River water 24 Budapest downstream - M0 bridge HORIZON EF500,"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",93,Budapest,Hungary,47.386701,19.010416,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,22.7,,Danube River Basin,Danube River Basin,,,
20987,ILS JDS4 LC,Real Sample,River water 06 Jochenstein HORIZON EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",93,Deggendorf,Germany,48.5216425,13.7038264,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.99,18.5,,Danube River Basin,Danube River Basin,,,
20988,ILS JDS4 LC,Blank Sample,Blank HORIZON EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",93,Deggendorf,Germany,48.58,13.44,,Dissolved fraction,,,0.13,,,,Danube river,,,,
20989,ILS JDS4 LC,Real Sample,River water 47 Downstream Ruse - Giurgiu Marten MAXX EF500,"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",93,Ruse,Bulgaria,43.91083,26.06696,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.03,26.5,,Danube River Basin,Danube River Basin,,,
20990,ILS JDS4 LC,Real Sample,River water 24 Budapest downstream - M0 bridge MAXX EF500,"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",93,Budapest,Hungary,47.386701,19.010416,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,22.7,,Danube River Basin,Danube River Basin,,,
20991,ILS JDS4 LC,Real Sample,River water 06 Jochenstein MAXX EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",93,Passau,Germany,48.5216425,13.7038264,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.99,18.5,,Danube River Basin,Danube River Basin,,,
20992,ILS JDS4 LC,Blank Sample,Blank MAXX EF500,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",93,Deggendorf,Germany,48.58,13.44,,Dissolved fraction,,,0.09,,,,Danube river,,,,
