ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
25367,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,surface water OGeW1,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23250,,Germany,,,River water,,,,,,,,,,,,
25368,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,surface water OGew2,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23250,,Germany,,,River water,,,,,,,,,,,,
25369,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,surface water OGew3,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23250,,Germany,,,River water,,,,,,,,,,,,
25370,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,surface water OGew4,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23250,,Germany,,,River water,Whole water with no separation of liquid and SPM phases,,,,,,,,,,,
25371,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,surface water OGew5,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23250,,Germany,,,River water,Whole water with no separation of liquid and SPM phases,,,,,,,,,,,
25372,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,channel near sewage treatment plant,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23250,,Germany,,,River water,Whole water with no separation of liquid and SPM phases,,,,,,,,,,,
25381,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,surface water OGeW1,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23251,,Germany,,,River water,,,,,,,,,,,,
25382,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,surface water OGew2,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23251,,Germany,,,River water,,,,,,,,,,,,
25383,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,surface water OGew3,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23251,,Germany,,,River water,,,,,,,,,,,,
25384,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,surface water OGew4,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23251,,Germany,,,River water,,,,,,,,,,,,
25385,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,surface water OGew5,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23251,,Germany,,,River water,,,,,,,,,,,,
25386,"LUBW ERMES-ii-Rh(e)in 2022-2025, campaign May 2023",Real Sample,channel near sewage treatment plant,"Mon, 05/15/2023 - 13:00","Wed, 05/17/2023 - 13:00",23251,,Germany,,,Other,,,,,,,,,,,,
