ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
21439,Dniester Monitoring,Real Sample,Station 09 Mohyliv-Podilskyi,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",11,Mohyliv-Podil's'kyy,Ukraine,48.45333333,27.7725,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21440,Dniester Monitoring,Real Sample,Station 09 Mohyliv-Podilskyi,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",10,Mohyliv-Podil's'kyy,Ukraine,48.45333333,27.7725,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21441,Dniester Monitoring,Real Sample,Station 08 Pochajevychi,"Tue, 05/28/2019 - 22:00","Tue, 04/23/2019 - 22:00",11,Drohobych,Ukraine,49.36194444,23.57638889,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21442,Dniester Monitoring,Real Sample,Station 08 Pochajevychi,"Tue, 05/28/2019 - 22:00","Tue, 04/23/2019 - 22:00",10,Drohobych,Ukraine,49.36194444,23.57638889,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21443,Dniester Monitoring,Real Sample,Station 07 Poberezhzhya,"Tue, 05/28/2019 - 22:00","Tue, 04/23/2019 - 22:00",11,Ivano-Frankivs'k,Ukraine,49.03527778,24.80888889,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21444,Dniester Monitoring,Real Sample,Station 07 Poberezhzhya,"Tue, 05/28/2019 - 22:00","Tue, 04/23/2019 - 22:00",10,Ivano-Frankivs'k,Ukraine,49.03527778,24.80888889,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21445,Dniester Monitoring,Real Sample,Station 06 Shabo,"Sat, 05/25/2019 - 22:00","Sat, 04/20/2019 - 22:00",11,Bilhorod-Dnistrovs'kyy,Ukraine,46.13444444,30.37111111,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21446,Dniester Monitoring,Real Sample,Station 06 Shabo,"Sat, 05/25/2019 - 22:00","Sat, 04/20/2019 - 22:00",10,Bilhorod-Dnistrovs'kyy,Ukraine,46.13444444,30.37111111,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21447,Dniester Monitoring,Real Sample,Station 05 Cioburciu,"Sat, 05/25/2019 - 22:00","Sat, 04/20/2019 - 22:00",11,Ribnita,Moldova,46.60027778,29.72138889,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21448,Dniester Monitoring,Real Sample,Station 05 Cioburciu,"Sat, 05/25/2019 - 22:00","Sat, 04/20/2019 - 22:00",10,Ribnita,Moldova,46.60027778,29.72138889,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21449,Dniester Monitoring,Real Sample,Station 04 Rezina,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",11,Ribnita,Moldova,47.74388889,28.97694444,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21450,Dniester Monitoring,Real Sample,Station 04 Rezina,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",10,Ribnita,Moldova,47.74388889,28.97694444,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21451,Dniester Monitoring,Real Sample,Station 03 Soroca,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",11,Soroca,Moldova,48.14083333,28.30388889,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21452,Dniester Monitoring,Real Sample,Station 03 Soroca,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",10,Soroca,Moldova,48.14083333,28.30388889,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21453,Dniester Monitoring,Real Sample,Station 02 Zalishchyky Park,"Mon, 05/27/2019 - 22:00","Mon, 04/22/2019 - 22:00",11,Zalishchyky,Ukraine,48.63444444,25.73555556,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21454,Dniester Monitoring,Real Sample,Station 02 Zalishchyky Park,"Mon, 05/27/2019 - 22:00","Mon, 04/22/2019 - 22:00",10,Zalishchyky,Ukraine,48.63444444,25.73555556,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21455,Dniester Monitoring,Real Sample,Station 01 Vovche,"Tue, 05/28/2019 - 22:00","Tue, 04/23/2019 - 22:00",11,Turka,Ukraine,49.205,22.91916667,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21456,Dniester Monitoring,Real Sample,Station 01 Vovche,"Tue, 05/28/2019 - 22:00","Tue, 04/23/2019 - 22:00",10,Turka,Ukraine,49.205,22.91916667,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
