ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
21429,Dniester Monitoring,Blank Sample,Procedural blank surface water Dniester,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",11,Chisinau,Moldova,47.03,28.83,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21430,Dniester Monitoring,Blank Sample,Procedural blank surface water Dniester,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",10,Chisinau,Moldova,47.03,28.83,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21431,Dniester Monitoring,Real Sample,Station 13 Hradenytsi,"Sat, 05/25/2019 - 22:00","Sat, 04/20/2019 - 22:00",11,Odesa,Ukraine,46.60638889,29.98361111,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21432,Dniester Monitoring,Real Sample,Station 13 Hradenytsi,"Sat, 05/25/2019 - 22:00","Sat, 04/20/2019 - 22:00",10,Odesa,Ukraine,46.60638889,29.98361111,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21433,Dniester Monitoring,Real Sample,Station 12 Ustia,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",11,Chisinau,Moldova,47.25222222,29.13527778,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21434,Dniester Monitoring,Real Sample,Station 12 Ustia,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",10,Chisinau,Moldova,47.25222222,29.13527778,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21435,Dniester Monitoring,Real Sample,Station 11 Bulboaca,"Sat, 05/25/2019 - 22:00","Sat, 04/20/2019 - 22:00",11,Chisinau,Moldova,46.89055556,29.30333333,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21436,Dniester Monitoring,Real Sample,Station 11 Bulboaca,"Sat, 05/25/2019 - 22:00","Sat, 04/20/2019 - 22:00",10,Chisinau,Moldova,46.89055556,29.30333333,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21437,Dniester Monitoring,Real Sample,Station 10 Vasyliv,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",11,Chernivtsi,Ukraine,48.62138889,25.85777778,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
21438,Dniester Monitoring,Real Sample,Station 10 Vasyliv,"Sun, 05/26/2019 - 22:00","Sun, 04/21/2019 - 22:00",10,Chernivtsi,Ukraine,48.62138889,25.85777778,,Whole water with determination on each separate phase (sum of all phases),,,0.5,,,,Dniester river basin,Dniester river basin,,,
