ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
21773,EMBLAS-II (Survey 2017),Blank Sample,Seawater Procedural Blank for JOSS 05+08+09 at different depths,"Sat, 09/02/2017 - 22:00","Sat, 07/29/2017 - 22:00",10,Batumi,Georgia,42.23916,39.88277,,Whole water with determination on each separate phase (sum of all phases),,,127.6,,,,Black Sea,Black Sea,,,
21774,EMBLAS-II (Survey 2017),Real Sample,Seawater JOSS09 at 127.6m,"Sat, 09/02/2017 - 22:00","Sat, 07/29/2017 - 22:00",10,Batumi,Georgia,42.23916,39.88277,,Whole water with determination on each separate phase (sum of all phases),,,127.6,,,,Black Sea,Black Sea,,,
21775,EMBLAS-II (Survey 2017),Real Sample,Seawater JOSS09 at 24m,"Sat, 09/02/2017 - 22:00","Sat, 07/29/2017 - 22:00",10,Batumi,Georgia,42.23916,39.88277,,Whole water with determination on each separate phase (sum of all phases),,,24.0,,,,Black Sea,Black Sea,,,
21776,EMBLAS-II (Survey 2017),Real Sample,Seawater JOSS09 at 0m,"Sat, 09/02/2017 - 22:00","Sat, 07/29/2017 - 22:00",10,Batumi,Georgia,42.23916,39.88277,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Black Sea,Black Sea,,,
21777,EMBLAS-II (Survey 2017),Real Sample,Seawater JOSS08 at 72.7m,"Fri, 09/01/2017 - 22:00","Fri, 07/28/2017 - 22:00",10,Odesa,Ukraine,43.52027,36.0595,,Whole water with determination on each separate phase (sum of all phases),,,72.7,,,,Black Sea,Black Sea,,,
21778,EMBLAS-II (Survey 2017),Real Sample,Seawater JOSS08 at 32m,"Fri, 09/01/2017 - 22:00","Fri, 07/28/2017 - 22:00",10,Odesa,Ukraine,43.52027,36.0595,,Whole water with determination on each separate phase (sum of all phases),,,32.0,,,,Black Sea,Black Sea,,,
21779,EMBLAS-II (Survey 2017),Real Sample,Seawater JOSS08 at 0m,"Fri, 09/01/2017 - 22:00","Fri, 07/28/2017 - 22:00",10,Odesa,Ukraine,43.52027,36.0595,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Black Sea,Black Sea,,,
21780,EMBLAS-II (Survey 2017),Real Sample,Seawater JOSS05 at 91m,"Wed, 08/30/2017 - 22:00","Wed, 07/26/2017 - 22:00",10,Odesa,Ukraine,43.39608,31.81213,,Whole water with determination on each separate phase (sum of all phases),,,91.0,,,,Black Sea,Black Sea,,,
21781,EMBLAS-II (Survey 2017),Real Sample,Seawater JOSS05 at 30m,"Wed, 08/30/2017 - 22:00","Wed, 07/26/2017 - 22:00",10,Odesa,Ukraine,43.39608,31.81213,,Whole water with determination on each separate phase (sum of all phases),,,30.0,,,,Black Sea,Black Sea,,,
21782,EMBLAS-II (Survey 2017),Real Sample,Seawater JOSS05 at 0m,"Wed, 08/30/2017 - 22:00","Wed, 07/26/2017 - 22:00",10,Odesa,Ukraine,43.39608,31.81213,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Black Sea,Black Sea,,,
21789,EMBLAS-II (Survey 2017),Real Sample,Seawater C-1,"Sat, 08/26/2017 - 22:00","Sat, 07/22/2017 - 22:00",10,Tulcea,Romania,45.345,29.85611,,Whole water with determination on each separate phase (sum of all phases),,,0.1,,,,Black Sea,Black Sea,,,
