ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Name of surface water (river/estuary/lake/reservoir/sea),Sediment Fraction,Origin of Sediment,Sediment Type,River basin name,Proxy pressures,Type of sampling depth,Distance from the river source (km),Depth (m),Sludge total organic carbon (% of total dry weight)
23126,Destruction of the Kakhovka Dam LC,Blank Sample,Blank sediment for Kakhovka dam deconstruction project,"Tue, 07/04/2023 - 03:00","Sat, 08/26/2023 - 03:00",10,Kherson,,47.02,32.8,Dnieper river,,,,Dnieper river basin,,,,,
23140,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Kherson in Ukraine after Kakhovka dam deconstruction DnieperII-13,"Thu, 06/15/2023 - 03:00","Wed, 08/30/2023 - 03:00",10,Kherson,,46.63497,32.6335479,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,,
23141,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Bilozirka in Ukraine after Kakhovka dam deconstruction DnieperII-14,"Thu, 06/15/2023 - 03:00","Wed, 08/30/2023 - 03:00",10,Bilozirka,,46.6327228,32.4526822,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,,
23142,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Dmytrivka in Ukraine after Kakhovka dam deconstruction DnieperII-15,"Thu, 06/15/2023 - 03:00","Wed, 08/30/2023 - 03:00",10,Dmytrivka,,46.631319,31.720542,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basub,,Spot sampling,,,
23143,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Snihurivka in Ukraine after Kakhovka dam deconstruction DnieperII-16,"Thu, 06/15/2023 - 03:00","Wed, 08/30/2023 - 03:00",10,Snihurivka,,47.075276,32.823702,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,,
23144,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Kherson in Ukraine after Kakhovka dam deconstruction DnieperII-17,"Tue, 07/04/2023 - 03:00","Wed, 08/30/2023 - 03:00",10,Kherson,,46.695732,31.974504,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23145,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Bilozirka in Ukraine after Kakhovka dam deconstruction DnieperII-18,"Tue, 07/04/2023 - 03:00","Wed, 08/30/2023 - 03:00",10,Bilozirka,,46.632732,32.4526916,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23146,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Snihurivka in Ukraine after Kakhovka dam deconstruction DnieperII-19,"Tue, 07/04/2023 - 03:00","Wed, 08/30/2023 - 03:00",10,Snihurivka,,47.075337,32.8242329,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23147,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Afanasiivka in Ukraine after Kakhovka dam deconstruction DnieperII-20,"Tue, 07/04/2023 - 03:00","Wed, 08/30/2023 - 03:00",10,Afanasiivka,,47.019011,32.817272,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23149,Destruction of the Kakhovka Dam LC,Blank Sample,Blank sediment for Kakhovka dam deconstruction project Neg,"Tue, 07/04/2023 - 03:00","Wed, 08/30/2023 - 03:00",11,Kherson,,47.01,32.71,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23163,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Kherson in Ukraine after Kakhovka dam deconstruction DnieperII-13 Neg,"Thu, 06/15/2023 - 03:00","Wed, 08/30/2023 - 03:00",11,Kherson,,46.63497,32.6335479,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23164,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Bilozirka in Ukraine after Kakhovka dam deconstruction DnieperII-14 Neg,"Thu, 06/15/2023 - 03:00","Wed, 08/30/2023 - 03:00",11,Bilozirka,,46.6327228,32.4526822,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23165,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Dmytrivka in Ukraine after Kakhovka dam deconstruction DnieperII-15 Neg,"Thu, 06/15/2023 - 03:00","Wed, 08/30/2023 - 03:00",11,Dmytrivka,,46.631319,31.720542,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23166,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Snihurivka in Ukraine after Kakhovka dam deconstruction DnieperII-16 Neg,"Thu, 06/15/2023 - 03:00","Wed, 08/30/2023 - 03:00",11,Snihurivka,,47.075276,32.823702,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23167,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Kherson in Ukraine after Kakhovka dam deconstruction DnieperII-17 Neg,"Tue, 07/04/2023 - 03:00","Wed, 08/30/2023 - 03:00",11,Kherson,,46.695732,31.974504,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23168,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Bilozirka in Ukraine after Kakhovka dam deconstruction DnieperII-18 Neg,"Tue, 07/04/2023 - 03:00","Wed, 08/30/2023 - 03:00",11,Bilozirka,,46.632732,32.4526916,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23169,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Snihurivka in Ukraine after Kakhovka dam deconstruction DnieperII-19 Neg,"Tue, 07/04/2023 - 03:00","Wed, 08/30/2023 - 03:00",11,Snihurivka,,47.075337,32.8242329,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
23170,Destruction of the Kakhovka Dam LC,Real Sample,Sediment from Afanasiivka in Ukraine after Kakhovka dam deconstruction DnieperII-20 Neg,"Tue, 07/04/2023 - 03:00","Wed, 08/30/2023 - 03:00",11,Afanasiivka,,47.019011,32.817272,Dnieper river,(Whole) Fraction < 2mm,,Sediment-River water,Dnieper river basin,,Spot sampling,,0.1,
