ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Capacity population equivalent,Daily flow m^3/day,Dissolved organic carbon (mg/L),MES Dry matter content (mg/L),pH,Proxy pressures,River basin,Sludge retention time (days),Temperature (°C),Type of industry,Type of tertiary treatment,Type of treatment plant,Type of wastewater,Type of wastewater sample,Volume of the reactor (m^3),Wastewater fraction,Latitude.1
21615,New Isotopic Fit System,Real Sample,New Isotopic Fit System,"Tue, 04/02/2019 - 22:00","Tue, 02/26/2019 - 22:00",11,Rome,Italy,41.89,12.5,5200000,703586,35,,7.5,,,,19.4,,C.1. Chlorination,Primary sedimentation + activated sludge (including SBR) - C+N+DN+P,Waste water - Municipal,Effluent wastewater,,Dissolved fraction,41.89
21616,New Isotopic Fit System,Real Sample,New Isotopic Fit System,"Tue, 04/02/2019 - 22:00","Tue, 02/26/2019 - 22:00",10,Rome,Italy,41.89,12.5,5200000,703586,35,,7.5,,,,19.4,,C.1. Chlorination,Primary sedimentation + activated sludge (including SBR) - C+N+DN+P,Waste water - Municipal,Effluent wastewater,,Dissolved fraction,41.89
