Liver,Muscle,Egg,Other,id
True,True,False,True,NS00010328
True,True,False,True,NS00018679
True,False,False,False,NS00008848
True,True,True,False,NS00009403
True,True,False,True,NS00012531
True,True,False,False,NS00047877
True,False,False,False,NS00046453
False,True,True,True,NS00039544
False,True,True,True,NS00070158
False,True,True,True,NS00021103
False,True,True,True,NS00058223
False,True,False,False,NS00057686
False,True,False,False,NS00045565
False,True,True,False,NS00081755
False,True,True,True,NS00025712
False,True,True,True,NS00076579
False,True,True,True,NS00103944
False,True,False,False,NS00047355
False,True,False,False,NS00035117
False,True,False,False,NS00032786
False,True,False,False,NS00062390
False,True,False,False,NS00104011
False,True,True,True,NS00010095
False,True,True,True,NS00025070
False,True,False,False,NS00013947
False,True,True,True,NS00093489
False,True,True,True,NS00058022
False,True,True,True,NS00007962
False,True,True,True,NS00003410
False,True,True,True,NS00025843
False,True,True,True,NS00048572
False,True,False,False,NS00004830
False,True,True,True,NS00095873
False,True,True,True,NS00073946
False,True,False,False,NS00050874
False,True,True,True,NS00045385
False,True,False,False,NS00070451
False,True,False,False,NS00031920
False,True,False,True,NS00038224
False,True,False,False,NS00014847
False,True,True,False,NS00035661
False,True,True,True,NS00005874
False,True,True,True,NS00091126
False,True,True,True,NS00062585
False,True,True,True,NS00028038
False,True,True,True,NS00062035
False,True,True,True,NS00076877
False,True,False,False,NS00003147
False,True,True,True,NS00081725
False,True,False,False,NS00088134
False,True,True,True,NS00058666
False,True,True,True,NS00008227
False,True,False,False,NS00068427
False,True,True,True,NS00046488
False,True,False,False,NS00044243
False,True,False,False,NS00036928
False,True,True,True,NS00056522
False,True,False,False,NS00012816
False,True,True,True,NS00040340
False,True,False,False,NS00050024
False,True,False,False,NS00010297
False,True,False,False,NS00011457
False,True,False,False,NS00014541
False,True,True,True,NS00057997
False,True,False,False,NS00008124
False,True,False,False,NS00020835
False,True,True,True,NS00039534
False,True,True,False,NS00021517
False,True,False,False,NS00008501
False,True,True,True,NS00009285
False,True,False,False,NS00063307
False,True,False,False,NS00021069
False,True,False,True,NS00049625
False,True,True,False,NS00003040
False,True,True,True,NS00032880
False,True,False,False,NS00103421
False,True,False,False,NS00058158
False,True,False,False,NS00021147
False,True,True,True,NS00032253
False,True,True,True,NS00002753
False,True,False,False,NS00048825
False,True,True,True,NS00050362
False,True,False,False,NS00067613
False,True,True,True,NS00010606
False,True,True,True,NS00023542
False,True,False,False,NS00046084
False,True,False,False,NS00009558
False,True,False,False,NS00056340
False,True,False,False,NS00008068
False,True,True,True,NS00043586
False,True,True,True,NS00031341
False,True,False,False,NS00037383
False,True,False,False,NS00029831
False,True,False,False,NS00084059
False,True,False,False,NS00009956
False,True,True,True,NS00009822
False,True,False,False,NS00024756
False,True,False,False,NS00010591
False,True,True,True,NS00089335
False,True,False,False,NS00022623
False,True,True,True,NS00039110
False,True,False,False,NS00009931
False,True,True,True,NS00045060
False,True,False,False,NS00068281
False,True,False,False,NS00024353
False,True,False,False,NS00033745
False,True,False,False,NS00103234
False,True,True,True,NS00003291
False,True,False,False,NS00057545
False,True,True,True,NS00031777
False,True,False,False,NS00113928
False,True,True,True,NS00103464
False,True,True,True,NS00110330
False,True,True,True,NS00104065
False,True,False,True,NS00032823
False,True,False,False,NS00001295
False,True,False,False,NS00041311
False,True,True,True,NS00059530
False,True,True,True,NS00087969
False,True,True,True,NS00005434
False,True,False,False,NS00030792
False,True,True,False,NS00102676
False,True,False,False,NS00031382
False,True,False,False,NS00089130
False,True,True,True,NS00045227
False,True,True,True,NS00055045
False,True,False,False,NS00028652
False,True,True,False,NS00035152
False,True,True,True,NS00040070
False,True,True,True,NS00019078
False,True,False,False,NS00033746
False,True,False,False,NS00102534
False,True,True,True,NS00026114
False,True,True,True,NS00028941
False,True,False,False,NS00021021
False,True,True,False,NS00004207
False,True,True,True,NS00002166
False,True,True,True,NS00055701
False,True,True,True,NS00043495
False,True,True,False,NS00070860
False,True,True,False,NS00102621
False,True,True,True,NS00024697
False,True,False,False,NS00019686
False,True,True,True,NS00005193
False,True,False,False,NS00030321
False,True,True,True,NS00001002
False,True,True,True,NS00058381
False,True,True,True,NS00018665
False,True,True,True,NS00102184
False,True,False,False,NS00026939
False,True,False,False,NS00044836
False,True,True,True,NS00004118
False,True,True,True,NS00102326
False,True,True,False,NS00022549
False,True,False,False,NS00028476
False,True,False,False,NS00047005
False,True,False,False,NS00012119
False,True,False,False,NS00016773
False,True,False,False,NS00094746
False,True,False,False,NS00063192
False,True,False,False,NS00100395
False,True,True,True,NS00046208
False,True,False,False,NS00014568
False,True,False,False,NS00006018
False,True,True,True,NS00008322
False,True,False,False,NS00092718
False,True,False,False,NS00050728
False,True,False,False,NS00052135
False,True,False,False,NS00037945
False,True,True,True,NS00049032
False,True,False,False,NS00038665
False,True,False,False,NS00090452
False,True,False,False,NS00102670
False,True,True,True,NS00012347
False,True,True,True,NS00007218
False,True,False,True,NS00012170
False,True,False,False,NS00036930
False,True,False,False,NS00096315
False,True,True,True,NS00028824
False,True,False,False,NS00024755
False,True,False,False,NS00073198
False,True,False,False,NS00025445
False,True,False,True,NS00039724
False,True,False,False,NS00049214
False,True,False,False,NS00011448
False,True,True,True,NS00004620
False,True,True,True,NS00035967
False,True,False,False,NS00031273
False,True,True,True,NS00009063
False,True,False,False,NS00081262
False,True,False,False,NS00023120
False,True,False,False,NS00029165
False,True,True,True,NS00031211
False,True,True,True,NS00083791
False,True,False,False,NS00048907
False,True,True,True,NS00084745
False,True,False,False,NS00021574
False,True,True,False,NS00070663
False,True,False,False,NS00005146
False,True,False,False,NS00026402
False,True,False,False,NS00082050
False,True,False,False,NS00036246
False,True,False,False,NS00063360
False,True,True,True,NS00055624
False,True,True,True,NS00103401
False,True,False,False,NS00035572
False,True,False,False,NS00069929
False,True,True,True,NS00024130
False,True,True,True,NS00083382
False,True,False,False,NS00005728
False,True,False,False,NS00102666
False,True,True,True,NS00059323
False,True,False,True,NS00093126
False,True,False,True,NS00058741
False,True,True,True,NS00036949
False,True,False,False,NS00102569
False,True,False,True,NS00025496
False,True,False,False,NS00100350
False,True,False,False,NS00029485
False,True,False,False,NS00014752
False,True,False,False,NS00026044
False,True,False,False,NS00056626
False,True,False,True,NS00034468
False,True,True,False,NS00019711
False,True,True,True,NS00021764
False,True,False,False,NS00024794
False,True,True,True,NS00103184
False,True,False,False,NS00021805
False,True,False,False,NS00046524
False,True,True,True,NS00033464
False,True,False,False,NS00076950
False,True,False,False,NS00049029
False,True,True,False,NS00050867
False,True,True,True,NS00065754
False,True,True,True,NS00073945
False,True,True,False,NS00094821
False,True,True,True,NS00050149
False,True,False,False,NS00073393
False,True,True,True,NS00000395
False,True,False,False,NS00103444
False,True,False,False,NS00081999
False,True,True,True,NS00010621
False,True,False,False,NS00058299
False,True,True,True,NS00023256
False,True,True,False,NS00060406
False,True,True,True,NS00018664
False,True,False,True,NS00046655
False,True,False,True,NS00010683
False,True,False,False,NS00001913
False,True,False,False,NS00020765
False,True,True,True,NS00069446
False,True,False,False,NS00028600
False,True,False,False,NS00031843
False,True,False,False,NS00070222
False,True,False,False,NS00064377
False,True,False,False,NS00076853
False,True,False,False,NS00070778
False,True,False,False,NS00094151
False,True,False,False,NS00019859
False,True,False,False,NS00049489
False,True,False,True,NS00008649
False,True,False,False,NS00035054
False,True,False,False,NS00056194
False,True,False,False,NS00027350
False,True,False,False,NS00080066
False,True,False,False,NS00045638
False,True,False,False,NS00002500
False,True,False,False,NS00103063
False,True,True,True,NS00020309
False,True,True,False,NS00039519
False,True,False,False,NS00010210
False,True,False,False,NS00055085
False,True,False,False,NS00083771
False,True,True,True,NS00028475
False,True,True,True,NS00033354
False,True,True,True,NS00013576
False,True,True,True,NS00068721
False,True,False,False,NS00033767
False,True,True,True,NS00049466
False,True,False,False,NS00001643
False,True,True,False,NS00030690
False,True,True,False,NS00048111
False,True,True,True,NS00001592
False,True,True,True,NS00010576
False,True,True,True,NS00102751
False,True,True,True,NS00054039
False,True,False,False,NS00096141
False,True,True,True,NS00038822
False,True,True,True,NS00069171
False,True,False,False,NS00092348
False,True,True,True,NS00065005
False,True,True,True,NS00044587
False,True,True,True,NS00078145
False,True,True,True,NS00023621
False,True,False,False,NS00045008
False,True,True,False,NS00036229
False,True,False,False,NS00007474
False,True,False,False,NS00050003
False,True,True,True,NS00025075
False,True,True,True,NS00026740
False,True,False,False,NS00058028
False,True,True,True,NS00031650
False,True,False,False,NS00064119
False,True,True,True,NS00040067
False,True,False,False,NS00032131
False,True,False,False,NS00086944
False,True,True,True,NS00025391
False,True,False,True,NS00056768
False,True,True,True,NS00003157
False,True,True,True,NS00071116
False,True,False,False,NS00061337
False,True,True,True,NS00061536
False,True,False,False,NS00049782
False,True,False,False,NS00022610
False,True,False,False,NS00022350
False,True,True,True,NS00048598
False,True,True,True,NS00028851
False,True,False,False,NS00008056
False,True,False,False,NS00083027
False,True,False,False,NS00079647
False,True,True,True,NS00076583
False,True,False,False,NS00064003
False,True,True,True,NS00033822
False,True,False,False,NS00082367
False,True,False,False,NS00038989
False,True,True,True,NS00080813
False,True,True,True,NS00025204
False,True,True,True,NS00010605
False,True,False,False,NS00021601
False,True,False,False,NS00083957
False,True,False,False,NS00037643
False,True,False,False,NS00048442
False,True,False,False,NS00052033
False,True,True,True,NS00083859
False,True,True,True,NS00039525
False,True,True,True,NS00013353
False,True,True,True,NS00031368
False,True,True,True,NS00020632
False,True,False,True,NS00032822
False,True,True,True,NS00103397
False,True,True,True,NS00040068
False,True,True,True,NS00100442
False,True,False,False,NS00110575
False,True,True,True,NS00031373
False,True,True,False,NS00009950
False,True,False,False,NS00013178
False,True,True,False,NS00057418
False,True,False,False,NS00024358
False,True,True,True,NS00057952
False,True,False,False,NS00045621
False,True,True,True,NS00004273
False,True,False,False,NS00076951
False,True,True,True,NS00103163
False,True,False,False,NS00073856
False,True,False,True,NS00025266
False,True,True,True,NS00021527
False,True,True,True,NS00046569
False,True,True,True,NS00050946
False,True,True,True,NS00027626
False,True,False,True,NS00088541
False,True,True,False,NS00031813
False,True,True,True,NS00024297
False,True,False,False,NS00076847
False,True,True,True,NS00021873
False,True,False,False,NS00033111
False,True,True,True,NS00029300
False,True,True,True,NS00062200
False,True,False,False,NS00051861
False,True,True,True,NS00032683
False,True,True,True,NS00051384
False,True,False,False,NS00008036
False,True,True,True,NS00076534
False,True,False,False,NS00006674
False,True,False,False,NS00046935
False,True,True,True,NS00058541
False,True,True,True,NS00031994
False,True,False,False,NS00023861
False,True,True,False,NS00064247
False,True,False,True,NS00023386
False,True,False,False,NS00052767
False,True,True,True,NS00102378
False,True,True,True,NS00024431
False,True,True,True,NS00026724
False,True,True,True,NS00051397
False,True,False,False,NS00023412
False,True,True,True,NS00076664
False,True,True,True,NS00021348
False,True,False,False,NS00035549
False,True,False,False,NS00029450
False,True,False,False,NS00011961
False,True,True,True,NS00066541
False,True,False,False,NS00083227
False,True,False,False,NS00042805
False,True,False,False,NS00080753
False,True,True,False,NS00044515
False,True,False,False,NS00078840
False,True,False,False,NS00015523
False,True,True,True,NS00095796
False,True,False,False,NS00027286
False,True,True,False,NS00012985
False,True,False,False,NS00080182
False,True,True,True,NS00005889
False,True,True,True,NS00035810
False,True,True,False,NS00104144
False,True,False,False,NS00051054
False,True,False,False,NS00056998
False,True,False,False,NS00053933
False,True,True,True,NS00073863
False,True,True,True,NS00021795
False,True,False,False,NS00038848
False,True,True,True,NS00027056
False,True,False,False,NS00070164
False,True,True,True,NS00038392
False,True,True,True,NS00025607
False,True,False,False,NS00006480
False,True,False,False,NS00026430
False,True,False,True,NS00033427
False,True,False,False,NS00041502
False,True,False,False,NS00103064
False,True,False,False,NS00023551
False,True,True,True,NS00007746
False,True,False,False,NS00008644
False,True,False,False,NS00004733
False,True,True,True,NS00080207
False,True,False,False,NS00058710
False,True,False,False,NS00077538
False,True,False,False,NS00064131
False,True,True,True,NS00103523
False,True,False,False,NS00007831
False,True,True,True,NS00103320
False,True,True,True,NS00020601
False,True,False,False,NS00003589
False,True,False,False,NS00032539
False,True,True,True,NS00079789
False,True,False,True,NS00012748
False,False,True,False,NS00103605
False,False,True,False,NS00113898
False,False,True,True,NS00103949
False,False,True,False,NS00035999
False,False,True,False,NS00005826
False,False,True,False,NS00012900
False,False,True,True,NS00050875
False,False,True,False,NS00021249
False,False,True,False,NS00055434
False,False,True,True,NS00027908
False,False,True,False,NS00011517
False,False,True,True,NS00008110
False,False,True,False,NS00023617
False,False,True,False,NS00001325
False,False,True,False,NS00056293
False,False,True,False,NS00009452
False,False,True,False,NS00033287
False,False,True,False,NS00049390
False,False,True,False,NS00104176
False,False,True,False,NS00076527
False,False,True,False,NS00025774
False,False,True,True,NS00015502
False,False,True,False,NS00020834
False,False,True,False,NS00034525
False,False,True,False,NS00028996
False,False,True,True,NS00036592
False,False,True,False,NS00029884
False,False,True,False,NS00023917
False,False,True,False,NS00055694
False,False,True,False,NS00027605
False,False,True,False,NS00030420
False,False,True,False,NS00021494
False,False,True,False,NS00056712
False,False,True,True,NS00042904
False,False,True,False,NS00095904
False,False,True,False,NS00001880
False,False,True,True,NS00005371
False,False,True,True,NS00007128
False,False,True,False,NS00005792
False,False,True,True,NS00083231
False,False,True,False,NS00022015
False,False,True,False,NS00023209
False,False,True,False,NS00033026
False,False,True,False,NS00016779
False,False,True,False,NS00000985
False,False,True,False,NS00043601
False,False,True,False,NS00047741
False,False,True,False,NS00102924
False,False,True,False,NS00023255
False,False,True,False,NS00039193
False,False,True,True,NS00014783
False,False,True,True,NS00058950
False,False,True,True,NS00034131
False,False,True,False,NS00042507
False,False,True,True,NS00018448
False,False,True,True,NS00026302
False,False,True,False,NS00014736
False,False,True,False,NS00012102
False,False,True,False,NS00051491
False,False,True,True,NS00002964
False,False,True,False,NS00046366
False,False,True,False,NS00071784
False,False,True,False,NS00042517
False,False,True,False,NS00068931
False,False,True,True,NS00087135
False,False,True,False,NS00034676
False,False,True,False,NS00005233
False,False,True,True,NS00071941
False,False,True,True,NS00031825
False,False,True,False,NS00041350
False,False,True,True,NS00033834
False,False,True,True,NS00055068
False,False,True,True,NS00067382
False,False,True,False,NS00034876
False,False,True,True,NS00046098
False,False,True,True,NS00053291
False,False,True,False,NS00025468
False,False,True,False,NS00022329
False,False,True,True,NS00001469
False,False,True,False,NS00019586
False,False,True,True,NS00000335
False,False,True,True,NS00044583
False,False,True,False,NS00089569
False,False,True,True,NS00061813
False,False,True,True,NS00008374
False,False,True,False,NS00000537
False,False,True,True,NS00059889
False,False,True,True,NS00056624
False,False,True,False,NS00028483
False,False,True,False,NS00013870
False,False,True,False,NS00064197
False,False,True,False,NS00056803
False,False,True,True,NS00014749
False,False,True,False,NS00104101
False,False,True,False,NS00103849
False,False,True,False,NS00040412
False,False,True,True,NS00011495
False,False,True,False,NS00030962
False,False,True,False,NS00102579
False,False,True,True,NS00024284
False,False,True,False,NS00026856
False,False,True,True,NS00081974
False,False,True,True,NS00100967
False,False,True,False,NS00036687
False,False,True,True,NS00014789
False,False,True,True,NS00071046
False,False,True,True,NS00103181
False,False,True,False,NS00009298
False,False,True,False,NS00002617
False,False,True,False,NS00021496
False,False,True,False,NS00089561
False,False,True,True,NS00030811
False,False,True,True,NS00067601
False,False,True,True,NS00000226
False,False,True,True,NS00056144
False,False,True,False,NS00102594
False,False,True,True,NS00051867
False,False,True,False,NS00014711
False,False,True,False,NS00020553
False,False,True,False,NS00104147
False,False,True,False,NS00035547
False,False,True,False,NS00056432
False,False,True,True,NS00035843
False,False,True,False,NS00033903
False,False,True,False,NS00048027
False,False,True,True,NS00014730
False,False,True,True,NS00069968
False,False,True,True,NS00047289
False,False,True,False,NS00007954
False,False,True,True,NS00033640
False,False,True,True,NS00081258
False,False,True,True,NS00041163
False,False,True,True,NS00023504
False,False,True,False,NS00065576
False,False,True,True,NS00034659
False,False,True,False,NS00062963
False,False,True,False,NS00031226
False,False,True,True,NS00057232
False,False,True,True,NS00077810
False,False,True,True,NS00015304
False,False,True,False,NS00033899
False,False,True,True,NS00042472
False,False,True,False,NS00034673
False,False,True,False,NS00001814
False,False,True,True,NS00068586
False,False,True,False,NS00080227
False,False,True,True,NS00013404
False,False,True,True,NS00049241
False,False,True,False,NS00022365
False,False,True,False,NS00093142
False,False,True,False,NS00062211
False,False,True,True,NS00046129
False,False,True,False,NS00048329
False,False,True,False,NS00045334
False,False,True,False,NS00002569
False,False,True,False,NS00022521
False,False,True,False,NS00013138
False,False,True,False,NS00054092
False,False,True,False,NS00008246
False,False,True,False,NS00100374
False,False,True,False,NS00113895
False,False,True,False,NS00009372
False,False,True,False,NS00008328
False,False,True,True,NS00024691
False,False,True,False,NS00009847
False,False,True,True,NS00045618
False,False,True,False,NS00039539
False,False,True,False,NS00023825
False,False,True,False,NS00003416
False,False,True,True,NS00044475
False,False,True,False,NS00096329
False,False,True,False,NS00028501
False,False,True,False,NS00083760
False,False,True,False,NS00006305
False,False,True,False,NS00086872
False,False,True,True,NS00028304
False,False,True,False,NS00034278
False,False,True,True,NS00079448
False,False,True,False,NS00069948
False,False,True,False,NS00030158
False,False,True,False,NS00009976
False,False,True,False,NS00026985
False,False,True,False,NS00020242
False,False,True,True,NS00035727
False,False,True,False,NS00045176
False,False,True,True,NS00035770
False,False,True,True,NS00048903
False,False,True,True,NS00032225
False,False,True,False,NS00045279
False,False,True,False,NS00054757
False,False,True,False,NS00044727
False,False,True,False,NS00073598
False,False,True,False,NS00088441
False,False,True,False,NS00068717
False,False,True,True,NS00054536
False,False,True,True,NS00049052
False,False,True,True,NS00070098
False,False,True,True,NS00002001
False,False,True,False,NS00061301
False,False,True,True,NS00017947
False,False,True,False,NS00113403
False,False,True,True,NS00045481
False,False,True,False,NS00095876
False,False,True,False,NS00065575
False,False,True,True,NS00053110
False,False,True,True,NS00053739
False,False,True,False,NS00049181
False,False,True,False,NS00033373
False,False,True,False,NS00023041
False,False,True,False,NS00029948
False,False,True,False,NS00050648
False,False,True,True,NS00014888
False,False,True,False,NS00037914
False,False,True,True,NS00033216
False,False,True,False,NS00043076
False,False,True,False,NS00012015
False,False,True,False,NS00033605
False,False,True,True,NS00001778
False,False,True,True,NS00030279
False,False,True,False,NS00055573
False,False,True,False,NS00010899
False,False,True,False,NS00025277
False,False,True,False,NS00058119
False,False,True,True,NS00012842
False,False,True,True,NS00070126
False,False,True,False,NS00080506
False,False,True,False,NS00102630
False,False,True,True,NS00049417
False,False,True,False,NS00057995
False,False,True,True,NS00069379
False,False,True,False,NS00103148
False,False,True,False,NS00037026
False,False,True,False,NS00045493
False,False,True,False,NS00104162
False,False,True,True,NS00049075
False,False,True,False,NS00083444
False,False,True,False,NS00068687
False,False,True,True,NS00038393
False,False,True,True,NS00010802
False,False,True,False,NS00037328
False,False,True,False,NS00035214
False,False,True,True,NS00025014
False,False,True,True,NS00084247
False,False,True,False,NS00021798
False,False,True,True,NS00026979
False,False,True,False,NS00094833
False,False,True,True,NS00066263
False,False,True,False,NS00038923
False,False,True,True,NS00021718
False,False,True,False,NS00082254
False,False,True,False,NS00022353
False,False,True,False,NS00008384
False,False,True,False,NS00030787
False,False,True,True,NS00035742
False,False,True,False,NS00023262
False,False,True,False,NS00060628
False,False,True,False,NS00094547
False,False,True,True,NS00093963
False,False,True,True,NS00017925
False,False,True,True,NS00097077
False,False,True,False,NS00060528
False,False,True,False,NS00050524
False,False,True,False,NS00077153
False,False,True,False,NS00086838
False,False,True,False,NS00028296
False,False,True,True,NS00102722
False,False,True,True,NS00073566
False,False,True,False,NS00018618
False,False,True,False,NS00114091
False,False,True,False,NS00047003
False,False,True,False,NS00021605
False,False,True,False,NS00113862
False,False,True,False,NS00025758
False,False,True,True,NS00037875
False,False,True,True,NS00114027
False,False,True,True,NS00064840
False,False,True,False,NS00028114
False,False,True,False,NS00018065
False,False,True,False,NS00027699
False,False,True,False,NS00045548
False,False,True,False,NS00008914
False,False,True,True,NS00053365
False,False,True,False,NS00034864
False,False,True,False,NS00102195
False,False,True,False,NS00079978
False,False,True,True,NS00026936
False,False,True,True,NS00049885
False,False,True,False,NS00022957
False,False,True,False,NS00001845
False,False,True,False,NS00055791
False,False,True,False,NS00043001
False,False,True,False,NS00070468
False,False,True,False,NS00028979
False,False,True,False,NS00029114
False,False,True,True,NS00001390
False,False,True,False,NS00025002
False,False,True,False,NS00052403
False,False,True,False,NS00055714
False,False,True,True,NS00098451
False,False,True,True,NS00052418
False,False,True,False,NS00039081
False,False,True,True,NS00054763
False,False,True,False,NS00029849
False,False,True,False,NS00013941
False,False,True,False,NS00033919
False,False,True,False,NS00001482
False,False,True,False,NS00013741
False,False,True,False,NS00029400
False,False,True,True,NS00065909
False,False,True,False,NS00034814
False,False,True,True,NS00034811
False,False,True,False,NS00037050
False,False,True,False,NS00003987
False,False,True,False,NS00094839
False,False,True,True,NS00034582
False,False,True,False,NS00012691
False,False,True,False,NS00089164
False,False,True,False,NS00001622
False,False,True,False,NS00025556
False,False,True,False,NS00039103
False,False,True,True,NS00006334
False,False,True,True,NS00051843
False,False,True,False,NS00042249
False,False,True,False,NS00021495
False,False,True,False,NS00023105
False,False,True,True,NS00057655
False,False,True,True,NS00028217
False,False,True,False,NS00114025
False,False,True,True,NS00071932
False,False,True,False,NS00089562
False,False,True,False,NS00047171
False,False,True,True,NS00002087
False,False,True,True,NS00023168
False,False,True,True,NS00102427
False,False,True,False,NS00103573
False,False,True,False,NS00003625
False,False,True,True,NS00034680
False,False,True,False,NS00045946
False,False,True,False,NS00044608
False,False,True,True,NS00093965
False,False,True,True,NS00061447
False,False,True,False,NS00113948
False,False,True,True,NS00064753
False,False,True,False,NS00002730
False,False,True,False,NS00005154
False,False,True,True,NS00021794
False,False,True,False,NS00010817
False,False,True,True,NS00027810
False,False,True,False,NS00033889
False,False,True,False,NS00114043
False,False,True,False,NS00103973
False,False,True,True,NS00035348
False,False,True,False,NS00042977
False,False,True,False,NS00023577
False,False,True,True,NS00021124
False,False,True,False,NS00089473
False,False,True,True,NS00050527
False,False,True,True,NS00035413
False,False,True,True,NS00046862
False,False,True,False,NS00015000
False,False,True,False,NS00054241
False,False,True,True,NS00015775
False,False,True,False,NS00025828
False,False,True,False,NS00049346
False,False,True,False,NS00002763
False,False,True,True,NS00027033
False,False,True,False,NS00022190
False,False,True,True,NS00025791
False,False,True,True,NS00010316
False,False,True,False,NS00022774
False,False,True,False,NS00080669
False,False,True,False,NS00051386
False,False,True,False,NS00028853
False,False,True,False,NS00044332
False,False,True,True,NS00028985
False,False,True,True,NS00029275
False,False,True,True,NS00014904
False,False,True,True,NS00038371
False,False,True,True,NS00103431
False,False,True,False,NS00103974
False,False,True,True,NS00036904
False,False,True,False,NS00010088
False,False,True,True,NS00049449
False,False,True,False,NS00060551
False,False,True,True,NS00060341
False,False,True,False,NS00032406
False,False,True,True,NS00014791
False,False,True,False,NS00035288
False,False,True,False,NS00075367
False,False,True,False,NS00078224
False,False,True,True,NS00079449
False,False,True,True,NS00063872
False,False,True,False,NS00042619
False,False,True,True,NS00044394
False,False,True,True,NS00057356
False,False,True,False,NS00015166
False,False,True,False,NS00101107
False,False,True,False,NS00070496
False,False,True,False,NS00024156
False,False,True,False,NS00102041
False,False,True,True,NS00004369
False,False,True,True,NS00028218
False,False,True,False,NS00008462
False,False,True,False,NS00025914
False,False,True,False,NS00003039
False,False,True,True,NS00005235
False,False,True,True,NS00102089
False,False,True,False,NS00050658
False,False,True,True,NS00046167
False,False,True,True,NS00025262
False,False,True,False,NS00067741
False,False,True,False,NS00032674
False,False,True,False,NS00051256
False,False,True,False,NS00007256
False,False,True,False,NS00056014
False,False,True,False,NS00050341
False,False,True,True,NS00000308
False,False,True,True,NS00048813
False,False,True,False,NS00030294
False,False,True,True,NS00061123
False,False,True,False,NS00002587
False,False,True,True,NS00027846
False,False,True,True,NS00009989
False,False,True,True,NS00060307
False,False,True,False,NS00066262
False,False,True,False,NS00002558
False,False,True,True,NS00023357
False,False,True,False,NS00066153
False,False,True,False,NS00019724
False,False,True,False,NS00062534
False,False,True,False,NS00013558
False,False,True,True,NS00014579
False,False,True,False,NS00010086
False,False,True,True,NS00029857
False,False,True,True,NS00006073
False,False,True,True,NS00041032
False,False,True,False,NS00094171
False,False,True,False,NS00050318
False,False,True,False,NS00047774
False,False,True,True,NS00033908
False,False,True,False,NS00020859
False,False,True,True,NS00029058
False,False,True,False,NS00049154
False,False,True,False,NS00083536
False,False,True,True,NS00048316
False,False,True,False,NS00037844
False,False,True,False,NS00083259
False,False,True,False,NS00080446
False,False,True,False,NS00076665
False,False,True,True,NS00014086
False,False,True,True,NS00024988
False,False,True,False,NS00068807
False,False,True,False,NS00011516
False,False,True,True,NS00038095
False,False,True,True,NS00007684
False,False,True,False,NS00001680
False,False,True,False,NS00028980
False,False,True,False,NS00041869
False,False,True,False,NS00060649
False,False,True,True,NS00092618
False,False,True,False,NS00039332
False,False,True,False,NS00095845
False,False,True,False,NS00045954
False,False,True,False,NS00069502
False,False,True,True,NS00069969
False,False,True,True,NS00077409
False,False,True,False,NS00012071
False,False,True,False,NS00008151
False,False,True,False,NS00030025
False,False,True,False,NS00034947
False,False,True,False,NS00050421
False,False,True,False,NS00005988
False,False,True,True,NS00037203
False,False,True,False,NS00076591
False,False,True,False,NS00044493
False,False,True,False,NS00014941
False,False,True,True,NS00005091
False,False,True,False,NS00007714
False,False,True,True,NS00036883
False,False,True,True,NS00031852
False,False,True,False,NS00014636
False,False,True,False,NS00035718
False,False,True,True,NS00021540
False,False,True,False,NS00030587
False,False,True,False,NS00022361
False,False,True,False,NS00043257
False,False,True,False,NS00015344
False,False,True,True,NS00028929
False,False,True,True,NS00004400
False,False,True,False,NS00039561
False,False,True,True,NS00069711
False,False,True,True,NS00077858
False,False,True,True,NS00094546
False,False,True,True,NS00003726
False,False,True,False,NS00026701
False,False,True,False,NS00037452
False,False,True,False,NS00032584
False,False,True,True,NS00036117
False,False,True,False,NS00003497
False,False,True,False,NS00059502
False,False,True,True,NS00030930
False,False,True,False,NS00016400
False,False,True,False,NS00025105
False,False,True,True,NS00094736
False,False,True,True,NS00015197
False,False,True,False,NS00083210
False,False,True,True,NS00056506
False,False,True,True,NS00020490
False,False,True,False,NS00048546
False,False,True,True,NS00094707
False,False,True,True,NS00070549
False,False,True,True,NS00012993
False,False,True,True,NS00067711
False,False,True,True,NS00040467
False,False,True,True,NS00013937
False,False,True,False,NS00045207
False,False,True,False,NS00035263
False,False,True,False,NS00082993
False,False,True,False,NS00001775
False,False,True,False,NS00054051
False,False,True,True,NS00033835
False,False,True,False,NS00046812
False,False,True,False,NS00056757
False,False,True,True,NS00005375
False,False,True,False,NS00089348
False,False,True,False,NS00003596
False,False,True,True,NS00044062
False,False,True,True,NS00046652
False,False,True,False,NS00021200
False,False,True,True,NS00004684
False,False,True,False,NS00012225
False,False,True,True,NS00093925
False,False,True,False,NS00013557
False,False,True,False,NS00046837
False,False,True,True,NS00069954
False,False,True,False,NS00024991
False,False,True,False,NS00025673
False,False,True,True,NS00079760
False,False,True,False,NS00049739
False,False,True,True,NS00069214
False,False,True,True,NS00003780
False,False,True,False,NS00022928
False,False,True,False,NS00082947
False,False,True,True,NS00006947
False,False,True,False,NS00006225
False,False,False,True,NS00060463
False,False,False,True,NS00032274
False,False,False,True,NS00013987
False,False,False,True,NS00066520
False,False,False,True,NS00054731
False,False,False,True,NS00038600
False,False,False,True,NS00035213
False,False,False,True,NS00055533
False,False,False,True,NS00057958
False,False,False,True,NS00044473
False,False,False,True,NS00049510
False,False,False,True,NS00063369
False,False,False,True,NS00022117
False,False,False,True,NS00015234
False,False,False,True,NS00103191
False,False,False,True,NS00064775
False,False,False,True,NS00051922
False,False,False,True,NS00063880
